name,city,state,country,employees,founded,description
PSI Solutions,Twinsburg,,United States,501-1000 Employees,1995,"PSI is dedicated to providing high-quality educational services, including special education, that enhance children's academic performance and overall well-being. They prioritize innovation and creativity in their approach, making a positive impact on the lives of many students."
Specialized Assessment & Consulting,Houston,,United States,251-500 Employees,2005,"Specialized Assessment & Consulting offers a range of special education services, including staffing, assessments, and therapy, to support children's diverse needs. They collaborate with schools to enhance special education departments' capabilities, providing services like psychological assessments and speech therapy."
Specialpedagogiska skolmyndigheten,Härnösands domkyrkodistrikt,,Sweden,1001-5000 Employees,2008,"The company provides specialized educational support to enhance learning for students with disabilities, including access to materials, specialized schools, and state grants. Their services encompass counseling, resources, and courses designed to ensure that every individual can achieve their educational goals."
Seattle Public Schools,Seattle,,United States,5001-10000 Employees,,"Seattle Public Schools is dedicated to ensuring that every child, including those with disabilities, achieves their highest potential. Their commitment to eliminating opportunity gaps reflects their focus on providing excellent education and related services for eligible students in special education."
Special Education Resource,Gilbert,,United States,11-50 Employees,2012,"Special Ed Resource is dedicated to addressing the unique educational needs of children with special needs through personalized tutoring and IEP advocacy. Their certified special education teachers focus on essential skills like letter recognition, pronunciation, and reading comprehension, ensuring that each student's educational plan is tailored for success."
Sevita,Boston,,United States,10001+ Employees,1967,"Sevita is dedicated to empowering individuals, including those with special education needs, to achieve independence and thrive in their communities. Their education services and school programs create supportive environments for young people to learn, develop skills, and build friendships."
English Montreal School Board,Montreal,,Canada,1001-5000 Employees,1998,"The English Montreal School Board (EMSB) offers specialized education services for students with special needs, including programs and resources tailored to support their learning. They actively engage in community initiatives, such as a free online symposium on Autism in the Early Years, highlighting their commitment to enhancing educational opportunities for all students."
Education Development Trust,Tsuen Wan District,,China,1001-5000 Employees,1968,"Education Development Trust focuses on improving educational outcomes through specialized programs that enhance school performance and support teachers, which aligns with the principles of special education. Their commitment to inclusive education further underscores their dedication to addressing diverse learning needs."
Allied Health Partnerships,Sydney,,Australia,51-100 Employees,1993,"Allied Health Partnerships specializes in providing school-based therapy services, including support for special education. Their multidisciplinary team, with over 30 years of experience, offers tailored interventions to enhance academic skills and social development for students in various educational settings."
Los Angeles County Office of Education,Downey,,United States,1001-5000 Employees,,"The Los Angeles County Office of Education (LACOE) is a key regional education agency that offers various educational programs and professional development services. It plays a significant role in enhancing learning opportunities and supporting school staff, which may indirectly benefit special education efforts within the community."
