name,city,state,country,employees,founded,description
Pasta Evangelists,London,,United Kingdom,251-500 Employees,2016,"Pasta Evangelists specializes in preparing fresh pasta to order, ensuring high-quality ingredients and quick delivery."
Pasta Foods Ltd,Norwich,,United Kingdom,101-250 Employees,1956,"The company offers a wide range of high-quality pasta shapes made from 100% durum wheat, ensuring authenticity and safety through rigorous production processes. With a strong heritage in milling and pasta manufacturing, they provide a reliable supply of pasta, including various types designed for different culinary applications."
Pastificio Rana,San Giovanni Lupatoto,,Italy,1001-5000 Employees,1962,"Giovanni Rana is a prominent manufacturer of fresh pasta, specializing in a variety of products, including handmade tortellini. The company's commitment to high quality and innovative offerings highlights its dedication to traditional craftsmanship in pasta production."
Regina Company for Pasta and Food Industries,Cairo,,Egypt,1001-5000 Employees,1986,"Regina® is a prominent manufacturer of high-quality pasta, serving diverse consumer segments and exporting to over 25 countries. With a strong production capability and a commitment to quality, the company emphasizes that ""every day is a pasta day."""
Carluccio's,United Kingdom,,United Kingdom,1001-5000 Employees,1999,"Carluccio's offers a variety of authentic Italian pasta, including their spaghetti al Bronzo, which is a delicious wheat pasta ideal for Italian-inspired dinners. They source their products from regional and artisanal producers across Italy, ensuring great quality at sensible prices."
Moderna Alimentos S.A,Quito,,Ecuador,501-1000 Employees,1909,"Moderna Alimentos is a prominent food company in Ecuador that specializes in high-quality, wheat-based products, including pasta. With over 110 years of experience, they offer a diverse portfolio and focus on innovation and sustainability in their production processes."
Pasta Panas,Shah Alam,,Malaysia,251-500 Employees,2016,"Pasta Panas is a fast casual dining chain that specializes in pasta dishes, blending classic Italian recipes with a Malaysian twist. The company is committed to providing quality, affordable pasta offerings that appeal to a diverse range of diners."
Philadelphia Macaroni Company,Philadelphia,,United States,501-1000 Employees,1914,"Philadelphia Macaroni Company has a long-standing reputation for innovation in pasta development, offering a wide range of dry, frozen, and specialty pastas for various applications. Their commitment to quality and efficiency ensures that they are a key partner for those looking to create successful pasta products."
A. Zerega's Sons Inc.,Fair Lawn,,United States,251-500 Employees,1848,"Zerega is a prominent manufacturer of custom dry pasta, producing over 250 million pounds annually in more than 300 varieties. With nearly 200 years of experience, Zerega emphasizes high quality and innovation, collaborating with food companies to create pasta that meets specific needs."
La Tua Pasta,London,,United Kingdom,51-100 Employees,2005,"La Tua Pasta offers fresh, authentic pasta made in London and delivered directly to your door, with a wide selection of over 50 pasta dishes and sauces. Their commitment to traditional techniques ensures a high-quality product, perfect for elevating your next dinner."
