name,city,state,country,employees,founded,description
ecotainable,Siegen,,Germany,,,"ecotainable offers consulting services in the field of energy efficiency and sustainability for industry, trade, and commerce. With our practical solutions, we support companies in maximizing energy efficiency, tapping into new potential, and securing cost savings."
Targe Environmental,Stonehaven,,United Kingdom,1-10 Employees,2017,"The company offers integrated and innovative environmental consulting services, particularly for the decommissioning of offshore oil and gas assets. Their team, including specialists like Ciara and Colin, possesses extensive knowledge of environmental legislation and regulatory compliance, ensuring that all environmental requirements of a project are effectively managed."
EnviroForensics,Indianapolis,,United States,51-100 Employees,1996,"EnviroForensics, LLC specializes in environmental consulting, offering services such as due diligence, compliance assessments, and specialty consulting that focus on reducing costs and liability. With over 25 years of experience, they provide tailored solutions for environmental risks and regulatory compliance, particularly for AgriBusinesses and the dry cleaning industry."
iRisC Pty Ltd - Independent Risk Consulting,Melbourne,,Australia,11-50 Employees,2016,"iRisC Pty Ltd specializes in environmental consulting with a strong focus on asbestos and hazardous materials. Their expertise, coupled with a commitment to quality and collaboration, allows them to effectively manage complex projects across Australia."
AECOM,Los Angeles,,United States,10001+ Employees,1990,"AECOM is a global infrastructure consulting firm that offers a wide range of professional services, including environmental consulting. The company is dedicated to providing innovative solutions that enhance sustainability and protect the environment, making it a key player in this field."
Environmental Science International Inc.,Kailua,,United States,11-50 Employees,2001,"The company is a full-service environmental consulting firm that specializes in environmental assessment, investigation, remediation, planning, and management."
ESP Associates Inc.,Fort Mill,,United States,501-1000 Employees,1986,"ESP Associates, Inc. is a multi-disciplinary design and consulting firm that offers environmental consulting services, among others. Their commitment to innovative solutions and strong client relationships underscores their dedication to projects that enhance and protect communities."
TTL Associates,Toledo,,United States,51-100 Employees,1927,"CT Consultants is a growing organization that emphasizes a collaborative and engaging work environment, highlighting their commitment to knowledge sharing among professionals. This approach enhances their ability to serve clients effectively in the field of environmental consulting."
"Environmental Quality Management, Inc.",Cincinnati,,United States,251-500 Employees,1990,"Environmental Quality Management, Inc. (EQM) is an experienced environmental consulting firm with a professional staff that includes engineers, chemists, and safety experts. Their services cater to various clients, including industrial sectors and government entities, highlighting their capability to manage diverse environmental projects effectively."
Groundwater & Environmental Services Inc.,Wall Township,,United States,501-1000 Employees,1985,"GES – Groundwater & Environmental Services, Inc. specializes in environmental consulting, offering a range of services that include engineering and compliance, tailored to meet clients' diverse needs. Their team of experts is dedicated to delivering practical solutions that help clients navigate environmental challenges effectively."
