name,city,state,country,employees,founded,description
H D WIRE (P) LTD,Indore,,India,1001-5000 Employees,1988,"H D Wire is a leading manufacturer of barbed wire in India, offering a variety of durable options suitable for fencing purposes. Their products include both standard and galvanized steel barbed wire, available in multiple sizes."
Hebei Zhaoxuan Trading,Shijiazhuang,,China,51-100 Employees,2016,"The company, Hebei Zhaoxuan Trading Co., LTD., specializes in exporting various fencing products, including razor barbed tape, which is a modern security material made with sharp steel blades and high-tensile wire. With over 30 years of experience, they are committed to providing high-quality products and competitive prices."
Bansal Wire Industries Limited - India,India,,India,51-100 Employees,,"Bansal Wire Industries Limited is a prominent manufacturer of steel wire in India, which includes the production of barbed wire. With a significant market share and certified manufacturing facilities, the company ensures high-quality wire products for various commercial applications."
Doğan Mesh Wire,Turkey,,Turkey,251-500 Employees,1968,"Dogan Mesh Wire is a manufacturer that offers barbed wire products, emphasizing high-quality production and compliance with ASTM standards."
Mid Continent Steel and Wire Inc.,Poplar Bluff,,United States,501-1000 Employees,1952,"MID-CONTINENT STEEL AND WIRE offers a range of barbed, electric, and razor wire designed to enhance security for various applications. Their products provide different levels of security, catering to diverse market needs."
WireCo WorldGroup,Prairie Village,,United States,1001-5000 Employees,1931,"WireCo is a prominent global manufacturer that specializes in producing various types of wire and engineered products, which may relate to the broader context of barbed wire applications in industrial infrastructure and agriculture. With a strong emphasis on quality and safety, WireCo's diverse portfolio serves critical sectors, highlighting its capability to deliver high-performance products."
SafeSite Facilities Ltd,Arun,,United Kingdom,51-100 Employees,2009,"The company, SafeSite Facilities, offers barbed wire for sale and installation, providing a robust solution to protect construction and commercial sites from unauthorized entry. Their commitment to safety and innovation ensures that clients receive high-quality security products and services."
WireCrafters,Louisville,,United States,251-500 Employees,1967,"WireCrafters specializes in providing innovative solutions for safety and security, particularly through their high-quality wire partitions and storage products. Their offerings include DEA-approved drug storage cages designed to enhance security and prevent unauthorized access."
Meshco,Cape Town,,South Africa,251-500 Employees,1965,"Meshco specializes in providing quality barbed wire solutions, offering a range of products including lightly and fully galvanized options. As a leading manufacturer and supplier, they are equipped to meet diverse needs in various sectors."
Tree Island Steel,Richmond,,Canada,251-500 Employees,1964,"Tree Island Steel is a prominent manufacturer and global supplier of various steel wire products, which may include barbed wire among its extensive offerings. The company's commitment to quality and sustainability, along with its ISO 9001 certified production mills, ensures a diverse range of premium steel wire solutions for different applications."
