name,city,state,country,employees,founded,description
Cold Chain Technologies,United States,,United States,251-500 Employees,1967,"Cold Chain Technologies (CCT) specializes in reusable and sustainable thermal packaging solutions for the shipment of temperature-sensitive materials, primarily catering to the life sciences industry. With over 50 years of experience, CCT is recognized for its innovative approaches to cold chain distribution, ensuring the safe transport of critical products like COVID-19 vaccine doses."
Orora Packaging Solutions,Buena Park,,United States,251-500 Employees,1947,"Orora Packaging Solutions specializes in providing certified cold chain packaging products, including PUR and EPS containers, gel packs, and insulation materials, making them a key partner for businesses in need of sustainable packaging solutions. Their commitment to renewable and recyclable packaging aligns with the growing demand for environmentally friendly cold chain options."
Cold Chain Consultants,Malden,,United States,11-50 Employees,,"Cold Chain Consultants specializes in providing operational support to the pharmaceutical and life-science industries, ensuring compliance with GDP and cold chain requirements for temperature-sensitive supply chains. Their focus on practical assistance helps meet the growing regulatory demands for the proper transport of these products."
Cryopak,Edison,,United States,51-100 Employees,1990,"Cryopak is a complete cold chain solutions provider, offering a range of products such as insulated shipping containers, gel packs, and temperature monitoring devices designed to protect the integrity of temperature-sensitive shipments. Their expertise and commitment to quality ensure that your products arrive within the specified temperature range and undamaged."
NAQEL Express,Riyadh,,Saudi Arabia,1001-5000 Employees,1993,"NAQEL Express emphasizes its commitment to cold chain logistics, which is crucial for the preservation and transportation of temperature-sensitive products."
Envirotainer,Upplands Väsby kommun,,Sweden,251-500 Employees,1986,"Envirotainer specializes in providing innovative and reliable cold chain solutions for the transportation of temperature-sensitive pharmaceuticals. Their comprehensive services, including the Envirotainer portal and Control Tower, ensure that shipments are closely monitored and protected, which is critical for maintaining the integrity of high-value pharma products during transit."
KRYOTEC,Mexico,,Mexico,51-100 Employees,1997,"The company specializes in Cold Chain solutions and was the first in Mexico to offer qualified packaging for temperature-sensitive products, particularly catering to the pharmaceutical industry. Their offerings include thermal covers, isothermal containers, passive systems, and temperature monitoring."
Tempack by CSafe,el Prat de Llobregat,,Spain,11-50 Employees,1996,"Tempack, a leading provider in the isothermal and refrigerated packaging sector, specializes in manufacturing and developing packaging solutions for transporting temperature-sensitive goods, particularly focusing on cold chain delivery for perishable food and life science products. Their extensive product range includes temperature-controlled containers, boxes, and cold packs, ensuring effective cold chain shipping solutions."
Marken,Durham,,United States,501-1000 Employees,1980,"Marken offers specialized Temperature-Controlled Packaging solutions that ensure the strict maintenance of temperature profiles and the efficacy of drug products, making it a key player in cold chain packaging."
Sofrigram,Rueil-Malmaison,,France,51-100 Employees,1979,"Sofrigam offers cold chain packaging solutions that enhance the efficiency and cost-effectiveness of the pharmaceutical supply chain, including insulated packaging and reusable containers. Their services also encompass cold chain consulting and expertise, ensuring comprehensive support for temperature-sensitive products."
