name,city,state,country,employees,founded,description
MULTIMESH (UK) LTD,St Helens,,United Kingdom,51-100 Employees,2012,"Multimesh is a leading UK manufacturer and supplier of wire mesh products, offering a wide range of options including custom woven and welded mesh, which are available quickly and efficiently. Their product line serves various sectors, including agricultural, architectural, and catering applications, highlighting their expertise in both standard and bespoke wire mesh solutions."
Wire Mesh Fabrications Limited,Wigan,,United Kingdom,11-50 Employees,1979,"Wire Mesh Fabrications Ltd is a prominent manufacturer of various wire mesh products, including panels, trays, and baskets, established in 1979. They offer a wide range of bespoke wire mesh solutions, ensuring high quality and durability, and have the capability to work with specialized materials like nickel alloys."
Anping Xinghong Metal Wire Mesh Co.Ltd,Shijiazhuang,,China,251-500 Employees,2018,"Xinghong is a prominent wire mesh company established in 1985, equipped with over 200 production machines, and specializes in the manufacture and sale of a diverse range of wire mesh products, including hexagonal gabion boxes, high tensile rockfall mesh, and various types of fences."
Wire Weaving Dinxperlo,Dinxperlo,,Netherlands,51-100 Employees,1917,"Wire Weaving Dinxperlo is a manufacturer of high-quality wire mesh products, specializing in woven and welded wire cloth. They offer a diverse range of solutions, including fine-meshed filters for industrial applications and decorative mesh for architectural projects."
Riverdale Mills Corporation,Northbridge,,United States,101-250 Employees,1980,"Riverdale Mills is a leading manufacturer of premium welded wire mesh solutions, including over 3,500 configurations tailored for various industries such as marine, security, and agriculture. Notably, they revolutionized the lobster fishing industry with their innovative Aquamesh® product, designed specifically for lobster traps."
MESH & BAR PTY. LIMITED,Sydney,,Australia,251-500 Employees,1998,"Mesh & Bar Pty Ltd is a leading Australian manufacturer of reinforcing steel and mesh products, highlighting their commitment to quality with ACRS certified steel products that meet the AS/NZS 4671 standard."
HIGHTOP METAL MESH,Hengshui,,China,51-100 Employees,,"Hightop Metal Mesh is a professional manufacturer and supplier of various metal wire mesh products, including stainless steel wire mesh, welded mesh, and galvanized wire mesh. The company emphasizes high quality and innovation, ensuring that their products meet industry standards and are suitable for diverse applications across multiple sectors."
HE BEI JIE RUIDE TRADE Co. Ltd .,Shijiazhuang,,China,11-50 Employees,,"Shoufan Metal Products Co., Ltd is one of the largest wire and wire mesh manufacturers in China, with over 11 years of experience, offering a range of high-quality wire mesh products. Their extensive experience and commitment to quality make them a key player in the wire mesh industry, catering to various sectors such as petroleum, chemical, and construction."
The Expanded Metal Co,Hartlepool,,United Kingdom,101-250 Employees,1889,"The Expanded Metal Company specializes in expanded metal mesh solutions, offering a diverse range of products including architectural meshes and filtration mesh. Their innovative ExMesh™ line provides security fencing systems, highlighting their commitment to advanced manufacturing and technical expertise."
WMW Metal Fabrics Ltd.,Jaipur Municipal Corporation,,India,51-100 Employees,,"The company, WMW, specializes in high-quality woven wire meshes, particularly stainless steel and phosphor bronze, which are essential for various filtration solutions across multiple industries. With over 50 years of experience, they emphasize precision and continuous product development to meet customer needs and market trends."
