name,city,state,country,employees,founded,description
Source Furniture,Miami,,United States,101-250 Employees,2008,"Source Furniture has significantly broadened its range of contemporary wicker furniture, making it well-suited for the upscale outdoor furniture market. The company also manufactures its own upholstery, providing a wide selection of fabrics and weaves."
Nova Outdoor Living,Basildon,,United Kingdom,11-50 Employees,,"Nova Outdoor Living specializes in innovative garden furniture, offering customizable collections that emphasize style, comfort, and practicality. Their products feature stain-resistant and weather-resistant options, ensuring durability and longevity for outdoor use."
Bernhardt Industries,United States,,United States,501-1000 Employees,1889,"Bernhardt is a luxury brand that offers a range of outdoor furniture through its Bernhardt Exteriors line, emphasizing inspired design and quality. With a heritage of iconic furniture design, the company continues to innovate in the outdoor furniture space."
AtoZ Furniture.ae,Dubai,,United Arab Emirates,51-100 Employees,1977,"A to Z Furniture is a UAE-based custom furniture maker that specializes in high-quality, hand-made outdoor furniture tailored to match your style and space. With extensive manufacturing experience and a focus on beautiful design, they offer a unique, personalized furniture buying experience."
Rattan House,Dubai,,United Arab Emirates,501-1000 Employees,1982,"Rattan House, a leading manufacturer and exporter of outdoor furniture in the Middle East, has been creating high-quality, handcrafted pieces since 1982, using natural materials like rattan and teak wood. Their commitment to quality and design makes them a top choice for outdoor dining tables and chairs, catering to hotels, restaurants, and home use."
Lagoon Furniture America Corp,Doral,,United States,251-500 Employees,1989,"Lagoon Outdoor Furniture is a manufacturer of high-quality commercial grade outdoor furniture, offering a diverse range of products such as dining sets, sofas, and loungers, specifically designed for the hospitality industry. Their commitment to durability and modern aesthetics, along with the use of eco-friendly materials, ensures that their furniture is both stylish and sustainable."
Mod outdoors,Huzhou,,China,251-500 Employees,2011,"Mod Outdoors is a specialized manufacturer of high-quality garden and outdoor furniture, offering elegant and comfortable designs at competitive prices. With over a decade of experience and a commitment to innovation, they introduce more than 10 new outdoor furniture designs annually."
Babmar® Commercial Outdoor Furniture,San Diego,,United States,11-50 Employees,2004,"Babmar® is a leading manufacturer of weather-resistant handmade modern outdoor furniture, catering to both commercial and residential markets. With over 20 years of experience, Babmar specializes in high-quality outdoor furnishings for the hospitality and contract sectors, ensuring durability and aesthetic appeal."
Suns Lifestyle,London,,United Kingdom,11-50 Employees,2019,"The company offers a high-quality range of contemporary outdoor furniture designed for style, comfort, and durability. Their products are fully weatherproof and low maintenance, allowing you to enjoy your outdoor space with less worry about the weather, and they provide a 5-year warranty on most items."
Walters,New York,,United States,11-50 Employees,1935,"The company specializes in a wide selection of outdoor furniture, offering products from multiple brands and custom design services. They cater to both residential and hospitality sectors, providing unique furnishings that enhance outdoor living spaces."
