name,city,state,country,employees,founded,description
EPAM Systems,Reilly Township,,United States,10001+ Employees,1993,"EPAM emphasizes its expertise in API consulting and delivery, highlighting the importance of a robust strategy for designing and implementing APIs to support digital business."
Salesforce Developers,San Francisco,,United States,10001+ Employees,,"The company provides the Salesforce Platform, which facilitates rapid creation and scaling of applications, making it particularly relevant for API development. With tools for building applications and integrating AI capabilities, it empowers businesses to develop customer-centric solutions efficiently."
apilayer,Vienna,,Austria,11-50 Employees,,"The company offers a curated API marketplace, trusted by over 1 million developers, providing secure and scalable REST APIs that can inspire your own application development."
Akana by Perforce,Minneapolis,,United States,501-1000 Employees,2001,"APIs are essential for driving digital business, offering new opportunities and risks. Akana specializes in securing, designing, and managing APIs, helping organizations maximize their digital potential while minimizing risks."
Allied Pharmacists Inc. (API),Mississauga,,Canada,1-10 Employees,,"API is a service provider focused on supporting independent pharmacies in Ontario by offering a network that enhances buying initiatives and provides tools for cost savings, ultimately empowering them to thrive in a competitive market."
Amazon Web Services UK,Seattle,,United States,10001+ Employees,1994,"Amazon Web Services (AWS) is a leading provider of cloud computing services that offers extensive training and resources to enhance cloud skills. With a focus on delivering a reliable and scalable infrastructure, AWS empowers organizations to accelerate their cloud transformation and optimize operational efficiency, which is essential for effective API development."
Sensedia,São Paulo,,Brazil,251-500 Employees,2007,"Sensedia is a prominent provider of API management solutions, recognized by Forrester as a leader in the field. Their comprehensive API Management Platform, along with other integration tools, supports clients in modernizing and integrating their architectures through APIs and microservices."
DevApi Tecnologia,Maringá,,Brazil,11-50 Employees,,"DevApi offers a comprehensive iPaaS and API Manager platform that simplifies API development, allowing businesses to build, distribute, and manage APIs quickly and securely. With a focus on system integration and a robust security architecture, DevApi enables seamless communication between different software systems, minimizing delivery time for complex integrations."
Autodesk Platform Services,San Francisco,,United States,10001+ Employees,2013,"Autodesk Platform Services offers a Manufacturing Data Model API that streamlines data access and integration, making it highly relevant for API development. Their focus on creating tailored services enhances the capabilities of design and engineering data through innovative software solutions."
Torry Harris Integration Solutions,Perth Amboy,,United States,1001-5000 Employees,1998,"Torry Harris Integration Solutions (THBS) specializes in API development and management, offering comprehensive strategies that enhance digital capabilities for enterprises. Their DigitMarket™ API Manager and expertise in integrating APIs have significantly accelerated digital transformation, exemplified by British Telecom's 95% reduction in partner onboarding time through a centralized API approach."
