name,city,state,country,employees,founded,description
CobbleStone Software,Princeton,,United States,101-250 Employees,1995,"CobbleStone Software offers a comprehensive contract management solution, CobbleStone Contract Insight®, which enhances the contract lifecycle process through robust, AI-powered functionalities. Their software is designed to improve efficiency and productivity for organizations of all sizes, making contract management easier and more effective."
OpenSource Inc.,United States,,United States,11-50 Employees,1995,"OpensourceCM offers powerful SaaS contract management solutions, emphasizing automation to streamline contract lifecycle management and reduce costs. With over a decade of experience, they position themselves as a leader in the field, highlighting the benefits of efficient contract management."
Icertis,Bellevue,,United States,1001-5000 Employees,2009,"Icertis is recognized as a leader in Contract Life Cycle Management (CLM), highlighting its robust capabilities in managing various types of contracts. Their Corporate Contract Management solution offers a configurable platform that adapts to diverse business processes and approval workflows, ensuring effective contract management tailored to specific organizational needs."
ContractPodAi,London,,United Kingdom,101-250 Employees,2012,"ContractPodAi offers an intuitive contract management software platform that enhances the entire contract lifecycle, providing robust analytics to streamline operations and mitigate risks. With advanced automation features, it significantly reduces negotiation time and supports multilingual agreements, ultimately driving increased ROI and revenue for organizations."
Concord,San Francisco,,United States,51-100 Employees,2014,"Concord offers contract management software designed to streamline the contract lifecycle, making it ideal for technology companies that manage various contracts. With features for quick setup, comprehensive reporting, and analytics, Concord helps teams of all sizes reduce repetitive tasks and gain valuable insights into their contracts."
ContractWorks An Onit Product,Goleta,,United States,11-50 Employees,2013,"ContractWorks, a software manufacturer specializing in contract management solutions, offers a user-friendly and secure Contract Management Software designed to enhance contract visibility and organization. Their product simplifies contract oversight, helping businesses minimize costs and optimize time for higher-value work."
AndishehPardaz - اندیشه پرداز,Tehran,,Iran,,,"The company specializes in contract management software, offering comprehensive solutions for managing contracts, tenders, and supplier performance. Their integrated approach supports legal dispute management and enhances overall transaction management."
Manucontract,Dadri,,India,51-100 Employees,,"The company offers a comprehensive contract automation platform specifically designed for effective contract management. Key features include the ability to create, negotiate, and monitor contracts, along with tracking important terms, automated reminders, and tools to streamline the contract lifecycle."
"Agiloft, Inc.",Temecula,,United States,11-50 Employees,1991,"Agiloft is a leading provider of contract management software, offering a comprehensive Contract Lifecycle Management (CLM) suite that enhances efficiency in legal operations, procurement, and sales. Their no-code platform facilitates rapid deployment and automation of the entire contract lifecycle, significantly reducing compliance risks and accelerating sales cycles."
ConSol - Contractor Solutions,Melbourne,,Australia,51-100 Employees,2000,"ConSol offers a comprehensive contract management software specifically designed for the construction industry, enabling efficient handling of contracts, from submission to storage, all within an integrated system. This solution helps streamline workflows, enhances collaboration among stakeholders, and supports compliance, ultimately improving project management and operational efficiency."
