name,city,state,country,employees,founded,description
Elgi Rubber Co,Coimbatore,,India,501-1000 Employees,2006,"ELGI Rubber Company Limited is a prominent manufacturer in the rubber industry, particularly known for its tire retreading and repair machinery. Their extensive product range includes specialized equipment and consumables that enhance the retreading process, emphasizing quality and cost savings for clients."
Troester GmbH & Co. KG,Hanover,,Germany,251-500 Employees,1892,"TROESTER GmbH & Co. KG is a prominent manufacturer of rubber machinery, offering a wide range of equipment for rubber processing, including extruders, calenders, and vulcanization systems. With over 130 years of experience, the company emphasizes engineered solutions and sustainability in its products, making it a key player in the rubber industry."
The Rubber Group,Rochester,,United States,11-50 Employees,1986,"The Rubber Group is a specialized manufacturer of custom molded rubber products, utilizing various molding techniques like transfer, compression, and injection molding. They produce a diverse array of components, including rollers and O-rings, and offer value-added services such as product engineering and material development."
Acten Group,Mantin,,Malaysia,51-100 Employees,1994,"Acten is a prominent manufacturer of industrial machinery for the rubber industry, offering a diverse range of products including rubber mixers, extruders, and tire recycling machines. With 27 years of expertise, Acten focuses on delivering customized, high-quality machinery solutions that encompass the entire manufacturing process, from production to packing and automation integration."
Rubbercraft part of Integrated Polymer Solutions,Long Beach,,United States,251-500 Employees,1911,"Rubbercraft specializes in precision-engineered custom elastomeric parts and tooling for composites manufacturing, making it relevant for those interested in rubber machinery. Their expertise spans critical sectors like aerospace and defense, where they provide innovative and sustainable polymer solutions."
INOAC,Nagoya,,Japan,1001-5000 Employees,1954,"The company specializes in the development and manufacturing of rubber products, including various types of rubber sponges and pads used in industrial machinery and construction. Their expertise in rubber technology supports applications across multiple industries, such as automotive and consumer products."
东毓(宁波)油压工业有限公司,Ningbo,,China,51-100 Employees,2002,"Tung Yu is a specialized manufacturer of rubber and silicon compression and injection molding machines, along with other related equipment such as tire retreading machines and conveyor belt systems. Their commitment to innovation and quality, demonstrated by numerous patents and ISO 9001 certification, positions them as a key player in the global rubber industry."
Rubber Consultants,Gateshead,,United Kingdom,1-10 Employees,1984,"Rubber Consultants is a prominent service provider focused on testing, research, and development for rubber and elastomeric materials. With over 40 years of experience, the company offers extensive testing services, including a large tyre testing setup, and provides tailored engineering design solutions and technical support to enhance the performance of rubber products across various industries."
Yokohama Rubber Co.,Tateyama,,Japan,10001+ Employees,1917,"The Yokohama Rubber Co., Ltd. specializes in manufacturing a wide range of rubber products, including conveyor belts and rubber molded products, which are relevant to the rubber machinery sector. Their expertise in rubber production extends to various applications, showcasing their capabilities in the industry."
JAPLAU INDUSTRIAL LTD,Shenzhen,,China,251-500 Employees,2004,"HK JAPLAU specializes in the design, production, and service of silicone rubber compression and injection molding machines, offering a wide range of equipment essential for rubber processing. Their expertise includes comprehensive support and solutions for solid and liquid silicone materials, making them a key player in the rubber machinery industry."
