name,city,state,country,employees,founded,description
Pet Food Experts,Pawtucket,,United States,251-500 Employees,1989,"Pet Food Experts is a dedicated distributor of over 150 specialty pet food brands, emphasizing strong relationships and industry growth. With a history of expansion and innovation, they support independent pet retailers across the United States."
Bella & Duke Ltd,Blairgowrie and Rattray,,United Kingdom,51-100 Employees,2017,"The company specializes in providing fresh, raw pet food made with human-grade ingredients, ensuring pets receive a nutritionally balanced diet tailored to their needs. As the UK's leading subscription raw pet food provider, they emphasize the importance of a healthy diet for the longevity and well-being of pets."
Petfood Eurofish Division,Ecuador,,Ecuador,1001-5000 Employees,2019,"Petfood, a division of Eurofish, specializes in high-quality human-grade wet pet food in Ecuador, focusing on balanced diets made from fresh ingredients. With a production capacity of 7,560 tons per year and a commitment to stringent quality control, Petfood ensures that its products meet international standards, making it a leading exporter to global markets."
Portland Pet Food Company,Portland,,United States,11-50 Employees,2014,"Portland Pet Food Company specializes in human-grade, natural pet food and treats, focusing on high-quality ingredients and small-batch production. Their offerings include fresh, cooked, and grain-free options for both dogs and cats, ensuring a trustworthy choice for pet owners."
Partner in Pet Food (PPF),Budaörs,,Hungary,1001-5000 Employees,,"Partner in Pet Food (PPF) is a leading European pet food company that distributes a diverse range of pet food products to over 600 customers, including supermarkets and veterinarians. They emphasize quality and safety throughout their production process and conduct their own research to meet the varying nutritional needs of pets."
Nestle Purina Petcare,St. Louis,,United States,10001+ Employees,1894,"Purina is a leading manufacturer of pet food, specializing in innovative dog and cat nutrition products that prioritize real meat as the main ingredient. With well-known brands like Purina Dog Chow and Purina Cat Chow, the company addresses the specific nutritional needs of pets, supported by extensive research in pet health and wellness."
Archer Daniels Midland Company,Chicago,,United States,1001-5000 Employees,1902,"ADM is a global leader in pet nutrition, offering best-in-class pet food ingredients and a comprehensive, science-based portfolio. They emphasize their ability to identify trends and source ingredients responsibly and sustainably, making them a key player in the pet food industry."
Natures Menu Ltd,Breckland District,,United Kingdom,251-500 Employees,1981,"The company specializes in manufacturing and distributing raw and natural pet foods throughout the UK and Europe, offering a variety of complete and balanced meals for dogs and cats. Their commitment to quality and convenience makes raw feeding easier for pet owners."
Pets Corner,Crawley,,United Kingdom,1001-5000 Employees,1968,"Pets Corner is dedicated to providing nutritious pet food and exceptional care advice, positioning itself as a leading destination for pet owners. Their commitment to animal welfare and ethical practices underscores their mission to enhance the well-being of pets through quality offerings."
Pets Choice Ltd,Chorley,,United Kingdom,251-500 Employees,1988,"Pets Choice is a prominent UK pet food manufacturer with over 135 years of experience, offering a diverse range of high-quality pet food, treats, and accessories. Their commitment to using top ingredients and advanced manufacturing processes positions them as a leader in the pet food industry."
