name,city,state,country,employees,founded,description
Rubbercraft part of Integrated Polymer Solutions,Long Beach,,United States,251-500 Employees,1911,"Rubbercraft specializes in precision-engineered, custom elastomeric parts and tooling for composites manufacturing, highlighting its expertise in polymer solutions. The company also produces innovative rubber substitutes for various applications, including the motion picture industry."
PT Kirana Megatara Tbk,Special capital Region of Jakarta,,Indonesia,1001-5000 Employees,1991,"Kirana Megatara Group is the largest producer of crumb rubber in Indonesia, supplying over 18 percent of the market. They focus on providing high-quality technical specified rubber, known as Standard Indonesian Rubber (SIR), which is exported to major tire manufacturers worldwide."
The Rubber Group,Rochester,,United States,11-50 Employees,1986,"The Rubber Group is a specialized rubber molding company that offers custom molded rubber products, utilizing various molding techniques to create a wide range of items, including rollers, drive wheels, and O-rings."
KRAHN Chemie,Hamburg,,Germany,101-250 Employees,1909,"KRAHN Chemie GmbH specializes in the distribution of synthetic rubber, among other specialty chemicals. Their extensive product range and technical services support various processing industries, including rubber."
RPD,Greenwood,,United States,11-50 Employees,1987,"Rubber Products Distributors (RPD) is a leading supplier of industrial rubber products, offering a wide range of die cut rubber items suitable for various applications, including gas tank protection and electronics. Their commitment to quality and exceptional customer service is underscored by their ISO 9001:2015 certification."
Rubber Resources B.V.,Maastricht,,Netherlands,51-100 Employees,,"Rubber Resources, an ELGI Company, specializes in recycling and compounding rubber, positioning itself as a key supplier for various rubber products. With continuous production and expanded facilities in India and the EU, they ensure a reliable supply to meet international customer demands."
Corrie MacColl Limited,London,,United Kingdom,5001-10000 Employees,1780,"Corrie MacColl Limited is dedicated to developing traceable, high-quality rubber products that are environmentally and socially certified throughout the supply chain. Their focus on sustainability and tailored solutions positions them as a leader in the rubber industry, emphasizing a commitment to positive impact from ""tree to doorstep."""
Hira Industries LLC,Dubai,,United Arab Emirates,1001-5000 Employees,1980,Hira Industries specializes in providing innovative rubber products tailored to the building and construction industry. Their Rubtech® division focuses on manufacturing high-quality molded and extruded rubber products designed to meet customer specifications.
Infinity Rubber Technology Group Inc,Welland,,Canada,51-100 Employees,2009,"Infinity Rubber has decades of experience in the rubber industry, offering tailored rubber compound solutions designed to meet specific customer needs. Their commitment to innovation and high-quality standards positions them as a leading provider in the sector."
RUBBERITE PTY LTD,Pretoria,,South Africa,11-50 Employees,,"RubbeRite specializes in providing high-quality rubber products, emphasizing their commitment to service and delivery since 1997. Their extensive range includes extrusions, automotive parts, and sealing kits, making them a key player in South Africa's rubber market."
