name,city,state,country,employees,founded,description
City Glass,Cairo,,Egypt,1001-5000 Employees,1986,"City Glass emphasizes its commitment to professional standards and has obtained certifications, highlighting its dedication to quality."
Glassolutions Saint Gobain,France,,France,10001+ Employees,,"The company provides a variety of glass products and services, including float or clear glass, which they refer to as PLANICLEAR, setting a new standard in this category. Their extensive offerings cater to different applications, making it easier for manufacturers and builders to access high-quality glass solutions."
FG Glass Industries Pvt. Ltd.,Mumbai,,India,251-500 Employees,2004,"FG Glass is a prominent manufacturer of architectural glass products, including high-quality facade solutions. They specialize in providing innovative glass options for building exteriors, making them a key player in the float glass market."
Decorative Glass,Cairo,,Egypt,1001-5000 Employees,1963,"The company specializes in glass fabrication and mass production, offering a variety of design solutions and services that could include float glass. With a commitment to integrating the latest technologies, the company enhances safety and promotes glass as a sustainable material."
SAVERGLASS,Feuquières,,France,1001-5000 Employees,1897,Saverglass specializes in the production and decoration of high-end glass bottles for the spirits and wine markets. Their expertise in glass manufacturing positions them as a key player in creating premium and innovative bottle designs.
PG SmartGlass,South Africa,,South Africa,1001-5000 Employees,,"PG Smartglass® specializes in high-performance glass products, including its ClearVue™ line, which features clear float glass manufactured using the float glass process. This product is designed to offer excellent clarity, low distortion, and high daylight transmission, making it ideal for various architectural applications."
Dekorglass Działdowo S.A.,Działdowo,,Poland,1001-5000 Employees,1996,"The company specializes in glass manufacturing and decoration, producing a variety of glass products, including bottles for different industries."
Guardian Industries,Auburn Hills,,United States,10001+ Employees,1932,Guardian Industries is a global manufacturer that specializes in high-performance float glass and offers a variety of glass products for architectural and technical applications.
Forglass Sp. z o.o.,Krakow,,Poland,51-100 Employees,2012,"Forglass specializes in designing and fabricating advanced machinery and systems for glass production, including their innovative Float Batch Plant, which is specifically relevant to float glass manufacturing. Their expertise in creating tailored solutions for glassworks highlights their commitment to technological advancement in the industry."
Saint-Gobain India Private Limited - Glass Business,Chennai,,India,1001-5000 Employees,1998,"Saint-Gobain India Pvt Ltd is a prominent player in the glass industry, operating the largest float glass plant in India, which underscores its significant production capacity and commitment to advanced technologies. The company offers a wide range of glass products, including specialized solutions, and is dedicated to innovation and sustainability in architectural glass applications."
