name,city,state,country,employees,founded,description
Grupo Monelca,El Salvador,,El Salvador,501-1000 Employees,1964,"Monelca is a general contracting company that specializes in large electromechanical construction projects, offering comprehensive services that include design, supply, manufacturing, and assembly."
Wuxi Cepheus Stainless Steel Co. Ltd,Wuxi City,,China,11-50 Employees,1995,"The company is a prominent manufacturer and supplier of metal products, including specialized items like Monel, which is a high-performance alloy known for its resistance to corrosion and heat. Their commitment to quality and strong international presence enhance their ability to meet diverse metal product needs."
Mersen SA,Paris,,France,10001+ Employees,1892,"Mersen specializes in advanced materials and electrical specialties, offering nickel alloys pressure vessels designed for the chemicals, fertilizer, and pharmaceutical industries. Their focus on technological innovation and corrosion-resistant materials ensures reliability and performance in high-tech applications."
CBMM,Araxá,,Brazil,1001-5000 Employees,1955,"CBMM specializes in niobium products, offering a range of high-quality niobium metal that meets stringent technical specifications. Their commitment to innovative technologies and sustainability aligns with the growing demand for advanced materials like niobium."
Corporación Monelit SAS,Bogota Capital District - Municipality,,Colombia,11-50 Employees,2014,"Monelit is a consulting firm that specializes in IT and Human Resources, offering services such as IT governance, management systems implementation, and strategic planning for IT services. The company also provides training in areas like leadership and relationship management, and assists clients in achieving key certifications."
United Performance Metals,United States,,United States,251-500 Employees,1982,"United Performance Metals (UPM) is a specialty metals solutions center that offers a comprehensive inventory of products, including nickel alloys, which are relevant to the query about ""Monel."" UPM also highlights its commitment to quality and innovative supply chain solutions, making it a key player in providing high-performance metals and alloys for various industries."
Lebronze alloys,Suippes,,France,1001-5000 Employees,1934,"Lebronze Alloys is a specialized industrial group that develops high-performance copper and nickel alloys, including the Navinic® anticorrosion alloys, which are designed for extreme conditions and have excellent resistance to seawater corrosion. Their expertise in creating over 200 unique alloys ensures optimized materials that contribute to the success of various applications."
Mirantis,United States,,United States,501-1000 Employees,1999,"Mirantis is a service provider that enhances developer productivity by streamlining code deployment on public and private clouds. Their solutions, including the Mirantis Cloud Native Platform and Mirantis Kubernetes Engine, leverage open-source technologies to support continuous integration and delivery, which can be beneficial for organizations looking to optimize their development processes."
Materion,Cleveland,,United States,1001-5000 Employees,1931,"Materion is a manufacturer that specializes in advanced materials solutions, offering a diverse product portfolio that includes specialty engineered alloys and high-purity plating anodes in various alloys. Their expertise in metallurgy and materials engineering positions them as a key player in the development and marketing of highly engineered materials for multiple industries."
Société Le Nickel - SLN - ERAMET,Noumea,,France,1001-5000 Employees,1880,"Société Le Nickel (SLN) is the world's leading producer of ferronickel, highlighting its expertise in nickel extraction and processing, which is relevant for understanding the significance of nickel in various applications. With over 130 years of experience and a commitment to sustainable development, SLN plays a crucial role in the nickel industry."
