name,city,state,country,employees,founded,description
The Career Coach,Dublin,,Ireland,11-50 Employees,2016,"The Career Coach is a premier career coaching consultancy in Europe that specializes in empowering job seekers through personalized programs and innovative training strategies. With a focus on helping individuals achieve their career goals, they offer services such as workshops and free CV reviews, boasting a track record of assisting over 10,000 clients in securing their dream jobs quickly."
Career Coaching Botswana,Phakalane,,Botswana,1-10 Employees,2013,"Career Coaching Botswana is a specialized consultancy that focuses on professional development through training and coaching. They assist young people and professionals in aligning their career aspirations with market needs, particularly aiding the transition from education to the workforce."
Discover Career Coaching,South Oxfordshire,,United Kingdom,1-10 Employees,2021,"Discover Career Coaching is a specialized service that offers personalized career coaching through a structured program divided into four phases: Exploring, Clarifying, Visioning, and Action Planning. Each program is tailored to address individual career challenges, making it a valuable resource for those seeking guidance in their professional journey."
czifrajuli.hu,Hungary,,Hungary,1-10 Employees,,"The company offers specialized career coaching services designed to help ambitious mid-career professionals and graduate students clarify their professional goals, assess their strengths, and develop long-term career strategies. Through a structured program of one-on-one sessions, the coach provides tailored guidance and support in areas such as self-branding and interview preparation, ultimately aiming to enhance clients' work-life meaning and focus."
Top Talent Professionals,Ellicott City,,United States,11-50 Employees,2015,"Top Talent Professionals is a recruitment and career coaching firm that offers tailored coaching services for job seekers, including programs designed to help individuals land their dream jobs and advance their careers."
Coach the Professional Ltd,London,,United Kingdom,1-10 Employees,2021,"Coach the Professional specializes in career coaching and professional development, offering services such as CV writing, interview preparation, and mock interviews. Their tailored coaching helps individuals navigate career transitions and enhance employee engagement."
CareerCoach Academy Pte Ltd,Singapore,,Singapore,1-10 Employees,2022,"CareerCoach Academy specializes in personalized career coaching, providing tailored guidance that helps individuals discover their strengths and develop essential skills. Their focus on empowering clients through customized strategies enables effective navigation of career paths and achievement of professional goals."
City CV,London,,United Kingdom,11-50 Employees,2008,"The company offers comprehensive career coaching services designed to unlock potential and enhance professional growth. Their expert coaches provide personalized support to help individuals navigate career challenges, build confidence, and achieve a better work-life balance, making it an ideal resource for those seeking to progress in their careers."
Alison Bannister Career Coaching,City of Perth,,Australia,1-10 Employees,2018,"Alison Bannister is a dedicated career coach specializing in career transition and personal development, offering services such as career coaching, resume writing, and interview preparation. Her focus is on enhancing employability skills and supporting clients in achieving their career goals."
The Career Agent,London,,United Kingdom,1-10 Employees,2018,"The company specializes in career coaching, offering personalized services to help individuals identify their ideal career paths and create actionable plans to enhance their job prospects."
