name,city,state,country,employees,founded,description
Thermal Paper Direct,Mahwah,,United States,11-50 Employees,,"THERMAL PAPER DIRECT specializes in manufacturing and distributing thermal paper rolls, among other paper products. They offer a variety of sizes at competitive prices, making them a key resource for thermal paper needs."
Tele-Paper (M) Sdn Bhd,Shah Alam,,Malaysia,501-1000 Employees,1989,"Tele-Paper, a leading thermal paper manufacturer in Southeast Asia with 30 years of experience, offers a range of thermal products and is committed to innovation and quality. Their extensive capabilities and global presence ensure competitive pricing and reliable supply for thermal paper needs."
Thermal Paper China.com,Jinan,,China,51-100 Employees,1998,"Thermalpaperchina.com is a prominent manufacturer and exporter of thermal paper rolls specifically designed for point of sale systems and thermal printers, offering a diverse range of products including POS paper, cash register paper, and pre-printed thermal rolls. The company also provides OEM services to accommodate custom printing needs."
Thermal Paper Till Roll Manufacturer,Jinan,,China,51-100 Employees,1998,"The company specializes in manufacturing and exporting thermal paper rolls, among other types of paper rolls. They are recognized as a leading supplier in this sector, offering a comprehensive range of thermal paper products."
Panda Paper Roll Company,Jinan,,China,51-100 Employees,2000,"The company, Shandong Ultra Paper Co., Ltd., specializes in manufacturing thermal paper products, including ATM thermal receipt paper, along with a wide range of other paper products. They emphasize their ability to provide high-quality thermal paper at competitive prices, making them a go-to source for various applications in different markets."
Jujo Thermal,Eura,,Finland,251-500 Employees,1992,"The Kauttua Ironworks specializes in providing a diverse range of specialty papers, including thermal papers that are phenol-free and BPA-free, ensuring durability for up to 25 years. Their thermal product offerings cater to various applications such as labels, tickets, tags, and receipts, making them a key player in the thermal paper market."
RP Paper Impex (P) Limited,Sahibzada Ajit Singh Nagar,,India,251-500 Employees,,"RP Paper Impex is a leading manufacturer and exporter of thermal paper POS rolls, offering a variety of products in different sizes and packaging. Their commitment to quality and customization ensures they meet diverse customer needs in the paper industry."
Telemark Corporation,Sturgis,,United States,51-100 Employees,1970,"Telemark Diversified Graphics offers high-performance thermal paper that ensures crisp, clear, and long-lasting prints, making it an ideal solution for businesses that require reliable transaction documentation. Their commitment to quality and affordability, along with custom printing services, positions them as a key supplier for various industries."
Appvion,Appleton,,United States,1001-5000 Employees,1907,"Appvion specializes in thermal paper, offering innovative direct thermal label solutions like their Résiste® 165 PF, which utilizes a patent-pending phenol-free coating for enhanced performance and environmental sustainability. With over a century of expertise, the company is well-equipped to meet the needs of direct thermal and coating applications."
Pacific Paper USA,Los Angeles,,United States,1-10 Employees,2021,"The company specializes in high-quality thermal rolls and receipt paper, prominently featuring thermal paper in its product offerings."
