name,city,state,country,employees,founded,description
FurniTopper,Luoyang,,China,251-500 Employees,2018,"Furnitopper is a prominent manufacturer of steel furniture in China, offering a wide array of products such as metal filing cabinets, steel lockers, and various types of metal storage shelves. With over 30 years of experience and a commitment to quality and customization, Furnitopper provides comprehensive solutions for businesses in need of durable steel furniture."
Office Furniture Philippines - Cebu,Cebu City,,Philippines,11-50 Employees,,"The company specializes in custom-made steel furniture, offering a range of durable products including lockers, filing cabinets, and office tables designed for both home and office use. Their emphasis on modern design and quality ensures that their steel furniture is not only stylish but also built to last."
Steelfur System Pvt. Ltd.,Vadodara,,India,51-100 Employees,,"Steelfur System specializes in designing and manufacturing a variety of steel furniture solutions, including shelving systems and racks. With over a decade of experience, the company ensures high-quality, durable storage options tailored to meet diverse needs."
JF Furniture,-,,-,,,"Luoyang Hefeng Office Furniture Co., Ltd specializes in high-quality steel furniture, offering a diverse range of products such as steel lockers, filing cabinets, and office tables. Their commitment to international quality standards and advanced manufacturing techniques ensures superior products that meet the needs of various applications, including schools and government agencies."
Stow Group,Spiere-Helkijn,,Belgium,1001-5000 Employees,1977,"Stow Group specializes in the development and manufacturing of high-quality storage solutions, including a diverse range of industrial cabinets and lockers designed for durability and security. Their offerings cater to various storage needs, making them a key player in the steel furniture sector."
Steel Vintage,Bristol,,United Kingdom,11-50 Employees,2009,"Steel Vintage specializes in handcrafted luxury industrial furniture for both businesses and homes, offering a range of bespoke pieces like tables, desks, and storage solutions. With a focus on high-quality, sustainable materials and expert craftsmanship, they cater to clients globally, ensuring that their durable furniture embodies eco-friendly principles."
Steely Products,Manchester,,United Kingdom,11-50 Employees,1970,"Steely Products specializes in high-quality tubular steel products, including a diverse range of furniture handling equipment such as furniture trolleys and packing tables. With over 50 years of experience and in-house manufacturing, they ensure top-notch quality and customized solutions for the furniture industry."
Arab Steel Fabrication ASF - ElSewedy Industries,New Cairo City,,Egypt,1001-5000 Employees,1997,"Arab Steel Fabrication (ASF) is a leading manufacturer in the steel fabrication industry, specializing in various steel products."
Dalal Steel Industries,Basta Tahta,,Lebanon,501-1000 Employees,1987,"Dalal Steel Industries is a prominent manufacturer of sustainable steel products, including a diverse range of steel building systems and prefabricated housing. Their expertise and commitment to innovative solutions cater to various commercial and industrial needs."
Steel Service,Jackson,,United States,101-250 Employees,1969,Steel Service is a prominent steel contractor and fabricator that specializes in providing structural steel and miscellaneous metals for industrial and commercial construction projects. Their high-quality fabrication and commitment to on-time delivery make them a key player in the steel industry.
