name,city,state,country,employees,founded,description
RC VINYL INC.,El Monte,,United States,501-1000 Employees,,"RC Vinyl Inc. is a prominent manufacturer of vinyl and luxury vinyl tile (LVT) products, offering a wide range of high-quality vinyl flooring options, including locking edge planks and tiles. With a strong commitment to environmental standards and competitive pricing, the company positions itself as a reliable supplier for clients across North America."
Vinyl Flooring Supplies,Nuneaton and Bedworth,,United Kingdom,1-10 Employees,2018,"Vinyl Flooring Supplies specializes in high-quality luxury vinyl flooring systems, backed by over 100 years of industry experience. Their extensive knowledge and strong relationships with professional installers and manufacturers enable them to provide expert advice and exceptional value on a diverse range of vinyl products."
Goodrich Global Headquarters,Singapore,,Singapore,251-500 Employees,1983,"Goodrich Global offers a wide collection of luxury vinyl flooring that combines style and durability, making it an excellent choice for transforming living spaces."
Responsive Industries Ltd.,Greenville,,United States,1001-5000 Employees,1992,"Responsive Industries is India's leading vinyl flooring manufacturer, known for its pioneering technology and over 30 years of experience, specializing in resilient vinyl flooring and synthetic leather."
Floors Inc.,Lincoln,,United States,11-50 Employees,1964,"Floors Inc. specializes in commercial floor covering sales and installation, offering a wide range of high-quality products, including vinyl flooring. With over 45 years of experience, the company is committed to sustainability and provides up-to-date installation techniques tailored to various traffic conditions."
"Mannington Mills, Inc.",United States,,United States,1001-5000 Employees,1915,"Mannington is a leading provider of vinyl plank flooring, offering a comprehensive guide that covers essential information about vinyl plank floors, including their stylish and waterproof luxury vinyl sheet options."
Real Floors,Marietta,,United States,501-1000 Employees,1987,"Real Floors is a specialized flooring solutions provider that has been in operation since 1987, offering a range of services including vinyl installation. Their commitment to quality and customer service positions them as a trusted source for various flooring products, including heat-welded sheet vinyl and luxury vinyl plank (LVP & LVT)."
Fishman Flooring Solutions,Baltimore,,United States,101-250 Employees,1919,"The company offers a variety of flooring solutions, including commercial vinyl flooring."
Designflooring International,Oô,,France,251-500 Employees,,"The company specializes in luxury vinyl flooring products that effectively mimic the appearance and texture of natural materials. With a strong presence in Europe and the Middle East, they offer a diverse range of options for various markets."
WAREHOUSE DIRECT INTERIORS INC,United States,,United States,1-10 Employees,,"Warehouse Direct offers a wide selection of luxury vinyl planks (LVP) and vinyl flooring, highlighting their expertise in this category. With a focus on high-quality products and exceptional customer service, they ensure a knowledgeable team and skilled installation for optimal results."
