name,city,state,country,employees,founded,description
Hanson Aggregates,Irving,,United States,10001+ Employees,1968,"Heidelberg Cement is a leading producer of cement and ready-mixed concrete, having established a strong presence in North America through strategic acquisitions and modernization. Their commitment to sustainable construction solutions positions them as a key player in meeting the growing demand for cement and construction materials."
Holcim Philippines Inc.,Taguig,,Philippines,1001-5000 Employees,,"The company offers a range of cement products designed to support construction and development in the Philippines, emphasizing innovation and sustainability."
CEMEX Egypt,First Al Hamra',,Egypt,1001-5000 Employees,1999,"CEMEX Egypt has evolved from a regional cement firm into a leading global building solutions company, offering a variety of cement products, including El Moukawem 42.5R Sulphate Resistance Cement and Assiut Portland Pozzolanic Cement, to meet diverse customer needs."
Martin Marietta,Raleigh,,United States,10001+ Employees,2012,"Martin Marietta is a prominent supplier of cement, along with a wide range of construction materials like aggregates and ready mixed concrete. Their commitment to quality and community engagement underscores their position in the industry."
Holcim Ecuador,Guayaquil,,Ecuador,1001-5000 Employees,1921,"Holcim Ecuador is a prominent manufacturer of cement, offering a diverse portfolio that emphasizes innovative and sustainable construction solutions. With over 100 years of experience, the company is committed to providing eco-friendly cement products and services for the construction industry."
Cement Australia,Greater Brisbane,,Australia,1001-5000 Employees,,"Cement Australia is the leading supplier of cementitious products in Australia, offering a wide range of cements, including general purpose and builders cement, along with supplementary materials like fly ash and slag. Their reputation and extensive product line make them a key player in the cement industry, serving major concrete producers and construction contractors."
Breedon Group,North West Leicestershire,,United Kingdom,1001-5000 Employees,2010,"Breedon is a prominent producer and supplier of cement and other raw earth products, highlighting its key role in the construction materials sector in Great Britain and Ireland."
Hanson,Maidenhead,,United Kingdom,1001-5000 Employees,1964,"Hanson Cement, a prominent supplier of building materials, offers a diverse range of cement products, including Portland Cement, White Portland Cement, GGBS, and Fly Ash, catering to various applications. With a focus on customer service, they provide nationwide delivery and technical support to ensure a seamless purchasing experience for both bulk and bagged cement."
Republic Cement,Taguig,,Philippines,10001+ Employees,1955,"The company, Republic Cement, emphasizes its commitment to safer living through environmentally friendly cement production. They offer a range of products, including bagged and bulk cement, as well as fly ash."
CEMEX Philippines,Makati,,Philippines,501-1000 Employees,2015,"CEMEX Philippines is a regional leader in the building materials industry, offering a range of cement products, including bagged cement."
