name,city,state,country,employees,founded,description
CF Industries Holdings,Deerfield,,United States,1001-5000 Employees,1946,"The company operates some of the cleanest and most energy-efficient ammonia complexes globally, emphasizing their commitment to safe and environmentally-responsible manufacturing practices. They focus on pollution prevention and conservation of natural resources, playing a significant role in the clean energy economy."
AmmPower,Canada,,Canada,11-50 Employees,,"AmmPower specializes in the development of IAMM units that utilize the Haber-Bosch process to produce up to 4 metric tons of high-purity anhydrous ammonia per day. Their modular green ammonia production units offer a safe and efficient alternative for fertilizer use, making small-scale green ammonia production feasible."
Hanna Instruments,Smithfield,,United States,1001-5000 Employees,1978,"Hanna Instruments offers a variety of analytical and scientific instruments, including those relevant for measuring ammonia in various applications such as food, agriculture, and industrial use. Their product range features portable pH meters and titrators, which are essential for accurate ammonia testing."
SABIC Agri-Nutrients,Al Jubayl,,Saudi Arabia,10001+ Employees,,"SABIC Agri-Nutrients is a prominent manufacturer of fertilizers and chemical products, including anhydrous ammonia, which is essential for enhancing soil health and supporting sustainable agricultural practices. Their commitment to innovation and research ensures that they provide effective solutions for farmers and growers."
Calgon Carbon Corporation,Pittsburgh,,United States,1001-5000 Employees,1942,"Calgon Carbon offers Ammonasorb, an impregnated coconut shell-based carbon designed for the efficient removal of ammonia (NH3) and amines from vapor phase streams. With over 80 years of experience in the activated carbon industry, the company provides innovative purification solutions across various applications."
NH3 Canada Inc.,Dartmouth,,Canada,1-10 Employees,2011,"NH3 Canada Inc. emphasizes its commitment to renewable energy and highlights the significance of NH3 (Anhydrous Ammonia), which is not only a naturally occurring gas but also a crucially transported commodity in the U.S., produced through a long-established industrial process."
TriNova Inc.,Mobile,,United States,101-250 Employees,,"TriNova Inc. offers a wide range of products for the chemical industry, including components that can be essential for applications involving ammonia. Their focus on safety and reliability ensures that their solutions meet the stringent requirements of various chemical processes."
Life Supplies NV,Olen,,Belgium,11-50 Employees,2011,"Life SUPPLIES is a market leader in additives for the animal feed sector, offering a wide range of products, including ammonia solutions. They position themselves as a supportive partner, helping clients achieve and exceed their goals."
Avina Clean Hydrogen Inc.,Millburn,,United States,11-50 Employees,2020,"Avina is a key player in the production of Clean Ammonia, focusing on low carbon fuels for the maritime sector. Their commitment to green hydrogen and its derivatives positions them as a leader in the transition to sustainable energy solutions."
Amaris Chemical Solutions,Nairobi,,Kenya,51-100 Employees,2015,"AMARIS CHEMICAL SOLUTIONS offers a 30kg ammonia solution, also known as ammonium hydroxide, which is widely used as a cleaning agent and pH regulator. This solution is available in various concentrations, making it suitable for diverse applications."
