name,city,state,country,employees,founded,description
CooperVision,Village of Fairport,,United States,10001+ Employees,1980,"CooperVision is a leading provider of soft contact lenses, offering a wide range of prescription options to meet diverse vision, lifestyle, and budget needs. With over 43 million wearers worldwide, the company is dedicated to enhancing vision while also focusing on sustainability and environmental responsibility."
1-800 Contacts,Draper,,United States,501-1000 Employees,1995,"1-800 Contacts offers a convenient way to order contact lenses online, allowing you to save an average of $130 by applying your vision benefits. With free shipping and a straightforward prescription verification process, you can easily get your contacts delivered to your door."
Bausch + Lomb India,Gurugram,,India,10001+ Employees,,"Bausch & Lomb is a prominent player in the eye health sector, offering a wide range of contact lenses and lens care solutions. The company's innovative technologies and materials are designed to enhance vision and improve quality of life."
ALCON LIMITED,Geneva,,Switzerland,10001+ Employees,1945,
OLENS.IN,Gurugram,,India,251-500 Employees,,"Olens offers a variety of one-day colored disposable contact lenses that enhance visual clarity and comfort, making them ideal for daily wear. Their premium lenses are designed for prolonged usage, ensuring a stunning look for your eyes."
Walman Optical,Minneapolis,,United States,501-1000 Employees,1915,"The company emphasizes its role as a dedicated partner in the eyewear industry, highlighting its collaboration with major manufacturers to produce high-quality contact lenses and coatings. Their commitment to consistent quality and personalized service ensures that businesses can effectively meet their patients' needs for eyewear."
Lenstore.co.uk,St Peter Port,,Guernsey,,,"Lenstore is a specialized online retailer for contact lenses, offering a diverse selection including daily, monthly, and colored lenses, as well as options for astigmatism. With a focus on premium customer service and fast delivery, Lenstore ensures a convenient shopping experience for contact lens users."
Vision Source,Houston,,United States,10001+ Employees,1991,"Vision Source offers a range of ophthalmic contact lenses, including innovative silicone hydrogel, daily disposable options. Their network of over 3,200 optometric practices ensures access to quality eye care and the latest in contact lens technology."
Vision Direct,London,,United Kingdom,251-500 Employees,1998,"Vision Direct UK offers a convenient and affordable way to purchase contact lenses online, featuring a wide range of popular brands and competitive prices that often surpass high street retailers. With options for free next day delivery on orders over £59, customers can enjoy a swift and hassle-free shopping experience."
contact-lenses.gr,Heraklion Municipal Unit,,Greece,1-10 Employees,2017,Contact lenses are often used in conjunction with cosmetic products for the face.
