name,city,state,country,employees,founded,description
Siemens Healthineers,Malvern,,United States,10001+ Employees,1847,"The company highlights its commitment to digital health solutions, particularly through its advancements in computed tomography technology, exemplified by the Somatom Plus-SSpiral CT."
Future Healthcare Group,Lisbon,,Portugal,51-100 Employees,2003,"The company offers integrated solutions for digitalizing healthcare, enhancing communication between customers, providers, and payers to ensure accessible and quality care. Their technological platform streamlines hiring, negotiation, and financial relationships with healthcare providers, fostering trust and efficiency throughout the entire process."
Digital Health Solutions,Andover,,United States,11-50 Employees,2019,"Digital Health Solutions specializes in the development of HIPAA compliant medical software, emphasizing cybersecurity and regulatory compliance. They offer comprehensive product development services, including IoT/cloud solutions for healthcare applications, which help accelerate the market entry of medical products and software."
DIGITAL HEALTH INTELLIGENCE LIMITED,London,,United States,11-50 Employees,2014,"Digital Health is an independent provider that focuses on news, events, research, and networking services for the digital health community. The company offers insights and thought leadership in health informatics and digital health technologies, engaging with various stakeholders in the healthcare sector."
DOC24,Rosario,,Argentina,51-100 Employees,2016,"The company is a digital health startup that focuses on democratizing access to healthcare through innovative technological solutions. It provides tailored services that support the digital transformation of various healthcare stakeholders, emphasizing a comprehensive approach to health that prioritizes individual well-being and addresses barriers to access."
Northern Health - BC,Prince George,,Canada,5001-10000 Employees,,"Northern Health is dedicated to providing a wide array of healthcare services, including digital health solutions, which enhance access to care, especially in rural and remote areas of northern British Columbia. Their commitment to innovative healthcare delivery supports diverse communities through various services such as mental health and public health."
GE Healthcare,Fairfield,,United States,10001+ Employees,1892,"GE HealthCare is a prominent innovator in medical technology and digital solutions, specializing in healthcare biotechnology and diagnostics. The company emphasizes the digitization of healthcare through its advanced analytics and artificial intelligence applications, aiming to enhance patient outcomes and operational efficiency."
AXA Health,Tunbridge Wells,,United Kingdom,1001-5000 Employees,,"The company emphasizes its commitment to digital health through its Advance corporate health insurance, which provides quick access to care and employee wellbeing programs. These initiatives are designed to support both mental and physical health, encouraging employees to lead healthier lives and access expert support when needed."
K Health,New York,,United States,251-500 Employees,2016,"The company offers 24/7 access to high-quality medical care, utilizing data from millions of past patient experiences to deliver faster and more affordable treatment. Their digital platform allows users to manage anxiety and depression online, receiving personalized care without the need for insurance."
BrightInsight,San Jose,,United States,101-250 Employees,2017,"BrightInsight is a trusted leader in digital health, recognized for its expertise in developing regulated digital health software and tackling data privacy challenges. The company’s platform supports top life sciences organizations in delivering innovative digital health solutions, including companion apps and Software as a Medical Device (SaMD)."
