name,city,state,country,employees,founded,description
Froyo Cafe,Kuwait,,Kuwait,251-500 Employees,2010,"Froyo is a manufacturer specializing in fresh, non-fat frozen yogurt that contains no added sugar or preservatives. The company offers a diverse selection of yogurt flavors and fresh toppings, emphasizing quality and customer experience."
Yogurtini KC,Socorro,,United States,11-50 Employees,2015,"Yogurtini specializes in frozen yogurt, providing a rotating selection of 10-16 flavors and over 65 toppings, allowing customers to create personalized treats."
"All American Foods, Inc.",Mankato,,United States,101-250 Employees,1987,"The company, All American Foods, offers a diverse Pro Mix® line of functional ingredients that could be relevant for frozen yogurt applications, including flavorings and dairy substitutes. Their commitment to innovative food ingredient solutions positions them as a key player in enhancing food products like frozen yogurt."
Yo-get-it Frozen Yoget Bars,Melbourne,,Australia,251-500 Employees,2009,"Yo-get-it is a prominent manufacturer and retailer of frozen yogurt, offering a variety of unique, all-natural flavors and a self-serve experience that allows customers to personalize their servings. With a strong presence in Australia and expansion into China, Yo-get-it has positioned itself as a key player in the frozen yogurt market."
Pinkberry,Santa Monica,,United States,501-1000 Employees,2005,"Pinkberry is a prominent producer of premium frozen yogurt, recognized for its distinctive offerings and commitment to exceptional customer service. The brand has carved out a unique identity in the frozen yogurt market since its inception in 2005."
Gloria,Peru,,Peru,1001-5000 Employees,1941,"Gloria is a prominent player in the Peruvian dairy market and offers a variety of dairy products, including yogurt. Their brand is well-regarded in the food and beverage sector, highlighting their expertise in yogurt production."
五得利面粉集团有限公司,Handan,,China,51-100 Employees,,"Nanci’s Frozen Yogurt is a leading manufacturer and wholesaler of soft-serve mixes, offering over 100 flavors of frozen yogurt. With over 25 years of experience and a strong focus on research and development, the company provides high-quality, healthy frozen yogurt products that are easy to use and perfect for various applications."
Snog Frozen Yogurt,London,,United Kingdom,251-500 Employees,2008,"Snog Frozen Yogurt is a manufacturer and distributor known for its delicious low-calorie, fat-free frozen yogurt, sweetened with low-GI Agave nectar and enriched with probiotics. They operate through retail, licensing, and manufacturing, offering unique Snog Shops and convenient Snog Tubs in various venues."
Yolato,United States,,United States,1-10 Employees,2006,"Yolato is a supplier of all-natural soft-serve frozen yogurt, emphasizing the use of local dairies and ensuring their products are free from artificial ingredients and gluten."
Red Mango,Dallas,,United States,1001-5000 Employees,2002,"Red Mango is dedicated to offering high-quality, all-natural nonfat frozen yogurt, highlighting their commitment to healthy and delicious treats."
