name,city,state,country,employees,founded,description
Travelex,London,,United Kingdom,1001-5000 Employees,1976,"Travelex specializes in foreign exchange products and services, offering a wide range of options for buying and transferring currency both online and in-store. With over 1,100 retail locations and a robust online platform, Travelex makes it easy for travelers to access over 40 currencies, either for home delivery or convenient pickup at major transport hubs."
First Rate Exchange Services,United Kingdom,,United Kingdom,251-500 Employees,1994,"First Rate is a major provider of foreign currency solutions, offering over 60 types of currency and prepaid travel money cards that are globally accepted. As the UK's largest supplier of foreign currency, the company specializes in tailored travel money solutions for various sectors."
FairFX,London,,United Kingdom,251-500 Employees,2007,"The company, FairFX, specializes in foreign exchange services, offering solutions like multi-currency cards and international payment services, all designed to provide great rates and low fees. Their focus is on facilitating seamless monetary transactions for individuals traveling abroad or sending money overseas."
Travelex Retail foreign Exchange,Johannesburg,,South Africa,251-500 Employees,,"Travelex is a prominent provider of foreign exchange services in South Africa, specializing in products and services for leisure and corporate travelers. With over 20% market share, Travelex stands as the largest retail foreign exchange provider in the country, also offering money transfer services and corporate foreign exchange solutions."
RedRate Exchange,Sydney,,Australia,11-50 Employees,2009,"RedRate Exchange is a licensed foreign exchange service provider that offers access to 50 foreign currencies at competitive rates, making it a valuable resource for anyone needing to exchange money. Their services include foreign bank note exchange, multi-currency pre-paid cards, and instant money transfers, catering to both individuals and businesses."
Hadi Express Exchange,Dubai,,United Arab Emirates,501-1000 Employees,1994,"Hadi Express Exchange is a specialized service provider for currency exchange and financial services, emphasizing exceptional customer support and competitive exchange rates. They facilitate efficient foreign currency exchange, making them a trusted partner for individuals and businesses looking to optimize their currency transactions."
Bahrain Financing Company (BFC),Manama,,Bahrain,251-500 Employees,1917,"Bahrain Financing Company (BFC) specializes in foreign exchange services, offering market-leading exchange rates for buying and selling over 40 currencies. With a robust network and compliance with financial regulations, BFC provides convenient and reliable currency exchange solutions for both large corporations and small businesses."
AA Exchange Company (Pvt.) Ltd.,Islamabad,,Pakistan,501-1000 Employees,2004,"AA Exchange is a prominent service provider in Pakistan that specializes in foreign currency exchange, offering competitive and updated rates for various foreign currencies. With over 90 branches, the company ensures customers have easy access to reliable foreign exchange services, supported by knowledgeable specialists to assist with their currency needs."
RESPECTEDFX,Nigeria,,Nigeria,11-50 Employees,2017,"The company is a licensed currency exchange provider that offers competitive exchange rates for major global currencies, including the US dollar, UK pound sterling, and Euro."
Wall Street Forex,Mumbai,,India,251-500 Employees,1986,"WSFx Global Pay Ltd. is a licensed Foreign Exchange House based in Mumbai, offering a variety of services such as Forex Prepaid Cards and international remittances for education and travel expenses. With over 30 years of experience, WSFx prioritizes trust and transparency, providing innovative digital solutions that enhance the convenience of forex transactions for both individuals and businesses."
