name,city,state,country,employees,founded,description
PAI Partners,Paris,,France,101-250 Employees,1998,"The company is a leading private equity firm that specializes in investing in top companies worldwide, utilizing its expertise in venture capital and leveraged buyouts to create sustainable value for businesses and investors."
Private Equity Insights,London,,United Kingdom,11-50 Employees,2010,"Private Equity Insights is dedicated to connecting investors and industry leaders through conferences and digital platforms, offering sponsorship packages and services that enhance networking and thought leadership in the private equity sector. Their focus on market trends provides participants with valuable insights into investment strategies and capital management."
PER,London,,United Kingdom,51-100 Employees,1998,"PER is a recruitment service provider that specializes in connecting professionals with roles in private equity, venture capital, and alternative asset investments. With 25 years of expertise, the company focuses on all levels of placement, particularly sourcing CFOs for private equity-backed portfolio companies."
Delfi Partners & Company,Athens,,Greece,101-250 Employees,2013,"Delfi Partners & Company specializes in real estate asset management and advisory services, focusing on valuation and corporate finance. They offer strategies that enhance value for financial institutions and investors, particularly in optimizing large non-performing loan and real estate owned portfolios."
BC Partners,London,,United Kingdom,51-100 Employees,1986,"BC Partners is a prominent private equity investment firm that specializes in control buyouts of leading companies, particularly in Europe and North America, with a focus on resilient businesses in defensive yet growing markets. With over 35 years of experience and a strategy that emphasizes rigorous analysis for downside protection and value creation, BC Partners has successfully raised more than €30 billion across its funds."
Pacific Equity Partners,Sydney,,Australia,11-50 Employees,1998,"Pacific Equity Partners (PEP) is a prominent private equity and venture capital fund manager in Australia and New Zealand, focusing on investments in companies with enterprise values between A$200M and A$1B+. With approximately A$5B in assets, PEP emphasizes control positions in its portfolio, providing governance and resources to drive growth, and has a strong commitment to responsible investing through its assessment of environmental, social, and governance (ESG) metrics."
Equistone Partners Europe,London,,United Kingdom,51-100 Employees,1979,"The company, Equistone Partners Europe, is an independent investment firm that specializes in private equity, focusing on strategic partnerships with management teams to support management buyouts in key European markets. They target strong businesses with growth potential, investing significant equity to drive business development."
Palatine Private Equity,Manchester,,United Kingdom,11-50 Employees,2005,"The company is a private equity firm that invests in innovative businesses transforming education and learning through technology. It focuses on sectors like business services, financial services, health and education, and technology, emphasizing sustainable growth and strong relationships with management teams."
Permira,London,,United Kingdom,251-500 Employees,1985,"Permira is a global investment firm that specializes in private equity, managing approximately €77 billion in committed capital and having executed around 300 private equity investments."
Bridgepoint,London,,United Kingdom,251-500 Employees,1984,"Bridgepoint is a prominent private equity investor, specializing in growth investments across various fund strategies, including middle market and small cap. With over €37 billion in assets under management, the company focuses on identifying and enhancing investment opportunities."
