name,city,state,country,employees,founded,description
Comforter - კომფორტერი,Tbilisi,,Georgia,251-500 Employees,2018,"The company offers a diverse selection of upholstered furniture as part of its extensive inventory, which includes nearly 10,000 products from various brands."
Summer Classics,Pelham,,United States,251-500 Employees,1978,"Gabriella White emphasizes its commitment to durability and outdoor performance in its upholstered furniture, ensuring that each piece is designed for long-lasting comfort and aesthetic appeal. Their use of high-quality materials, such as UV-resistant resin wicker and teak, guarantees that both indoor and outdoor upholstery can withstand various weather conditions and heavy use."
Westbridge Furniture Designs Ltd,Holywell,,United Kingdom,1001-5000 Employees,,"Westbridge Furniture Designs Ltd specializes in made-to-order upholstery, offering a vast selection of over 150,000 products and a high on-time delivery rate. The company emphasizes innovative design and produces more than 10,000 upholstery pieces weekly, serving major retailers and independent shops."
Furniture Doctor Upholstery and Interior LLC,Dubai,,United Arab Emirates,11-50 Employees,2014,"Furniture Doctor specializes in bespoke sofa upholstery and soft furnishings, offering a wide variety of durable materials like leather and wool. Their end-to-end upholstery services are designed to meet the latest home decor trends, enhancing the appearance and longevity of your furniture."
Buoyant Upholstery Limited,Borough of Pendle,,United Kingdom,501-1000 Employees,1909,"Buoyant has over a century of experience in crafting high-quality upholstered furniture, specializing in products for cinemas, theatres, and luxury cruise liners. Their dedicated design and development team ensures that each piece is not only aesthetically pleasing but also comfortable, with a focus on innovative materials like their award-winning Foamflex seat interior."
Rowe Furniture,United States,,United States,501-1000 Employees,1946,"Rowe Furniture specializes in custom-made upholstered furniture, offering a diverse range of sofas, sectionals, and accent chairs designed to blend classic and contemporary styles. With a focus on quality and innovative design, they provide thousands of fabric selections and emphasize durability and craftsmanship."
Ethan Allen,Danbury,,United States,1001-5000 Employees,1932,"Ethan Allen is a prominent manufacturer and retailer of high-quality upholstered furniture, offering a wide variety of styles and customization options that cater to individual preferences. Their commitment to exceptional craftsmanship and sustainable practices enhances their appeal in the home furnishings market."
Advanced Furniture,Ebbw Vale,,United Kingdom,51-100 Employees,1979,"The company has extensive manufacturing capabilities, including upholstery, which is directly relevant to the query about upholstered furniture. Their commitment to quality and efficient delivery further enhances their service in this area."
Knoll,Greenville,,United States,1001-5000 Employees,1938,Knoll specializes in high-quality upholstered furniture and textiles designed for both modern workplaces and luxury interiors. Their commitment to sustainable design and ergonomics ensures that their products are suitable for residential and commercial environments.
Durabella Furniture Industries LLC,Dubai,,United Arab Emirates,51-100 Employees,2015,"Durabella is a prominent manufacturer and supplier of high-quality upholstered furniture, focusing on contract solutions for the hospitality industry. Their diverse range of stylish products, including sofas and armchairs, is designed to enhance luxury interiors while ensuring exceptional quality and craftsmanship."
