name,city,state,country,employees,founded,description
WestRock,Norcross,,United States,10001+ Employees,1953,"WestRock specializes in sustainable, fiber-based packaging solutions, including the NatraLock® Paperboard portfolio, which features tear-resistant technology for enhanced retail security and sustainability. Their products effectively replace traditional clamshells and blister packs, supporting clients' goals for recyclable and innovative packaging."
International Paper,Memphis,,United States,10001+ Employees,1898,"International Paper is a prominent manufacturer of renewable fiber-based products, including corrugated packaging solutions. Their expertise in packaging design and services, along with a commitment to sustainable practices, positions them as a strategic partner for innovative and environmentally friendly packaging needs."
The Paper Store,Acton,,United States,1001-5000 Employees,1964,"The Paper Store is a specialty gift retailer that offers a diverse selection of products, including stationery, which may include release paper. With a focus on providing a unique shopping experience, they feature popular brands and cater to various gifting occasions."
RR Donnelley - Roundtable,Chicago,,United States,10001+ Employees,2013,"RRD Packaging Solutions specializes in custom packaging, including folding cartons and a wide range of materials, which enhances brand experience and improves operational efficiencies. Their expertise in sustainable packaging design and integration into Amazon's packaging programs positions them as a key partner for businesses looking to optimize their packaging strategies."
AR Packaging,Malmo,,Sweden,10001+ Employees,2011,"AR Packaging specializes in barrier papers, offering renewable materials that combine an attractive look and feel with strong barrier protection. Their PaperLite® and Fibrecote® products are designed for various applications, emphasizing sustainability and recycling capabilities."
Intertape polymer group,Sarasota,,United States,1001-5000 Employees,1981,"IPG is a global manufacturer that offers a variety of paper-based products, including the PaperSpace X-Pad, a cushioning system designed for packaging and void fill. Their sustainable Curby® line also provides eco-friendly packaging alternatives."
Twin Rivers Paper Company,Caribou,,United States,1001-5000 Employees,,"The company specializes in high-quality specialty paper, including exam table paper commonly used in medical settings. Their Doctor Roll product is available in both creped and smooth finishes, designed to meet the specific needs of healthcare providers."
Winfried Wirth,Endingen,,Germany,10001+ Employees,1940,"DS Smith specializes in the manufacturing of sustainable packaging solutions, including various paper products. Their commitment to innovative design and recycling services highlights their focus on sustainability and the circular economy."
delfort,Austria,,Austria,101-250 Employees,2006,"Delfort offers a specialized range of ultralight release base papers that ensure complete releasability, featuring superior strength and silicone resistance, making them ideal for applications such as silicone coating and die-cutting."
UPM Raflatac,Helsinki,,Finland,1001-5000 Employees,1975,"UPM Raflatac specializes in high-performing self-adhesive materials, offering innovative paper and film label stock for various applications. Their Small Roll Service provides access to smaller quantities of labeling materials, allowing businesses to test and meet specific demands while minimizing waste and storage needs."
