name,city,state,country,employees,founded,description
Sorbet Solutions Indonesia,Special capital Region of Jakarta,,Indonesia,1-10 Employees,2011,"Sorbet Solutions is a digital creative studio that specializes in customized digital solutions, including web development and e-commerce functionalities. They leverage various technologies to enhance online presence and integrate payment solutions, ensuring effective support for client objectives."
Jeni's Splendid Ice Creams,Columbus,,United States,1001-5000 Employees,2002,"Jeni's Splendid Ice Creams offers a refreshing Frosé Sorbet, which features a sangria-style frozen rosé infused with pear, strawberry, and watermelon, perfect for a bright and tart treat."
Les vergers Boiron,Châteauneuf-sur-Isère,,France,51-100 Employees,1942,"Les Vergers Boiron is a prominent producer of frozen fruit and vegetable purees, which are essential for creating high-quality sorbets and ice creams. Their expertise in preserving the natural qualities of fruits ensures that culinary professionals have access to consistent and flavorful ingredients for their frozen desserts."
Helados Sarita,Guatemala City,,Guatemala,1001-5000 Employees,1948,"Helados Sarita is a leading ice cream manufacturer in Central America, known for its diverse range of products and strong distribution network."
SUNCREAM DAIRIES LIMITED,Lichfield,,United Kingdom,51-100 Employees,1966,"Suncream specializes in creating a variety of luxury sorbets made from all-natural fruit purees and Champagne, offering a super smooth texture and authentic flavors. Their sorbets are dairy-free, vegan, and available in convenient 2-liter tubs, making them a great option for dessert or as a refreshing interlude between courses."
CO-RO,Frederikssund,,Denmark,1001-5000 Employees,1942,"CO-RO A/S is a Danish-owned manufacturer that produces a variety of fruit-based soft drinks and ice lollies, including popular brands like Sunquick and Suntop. With a strong focus on quality and innovation, CO-RO A/S delivers over 3.5 billion servings annually across more than 80 countries."
Rich Products Corporation,Buffalo,,United States,10001+ Employees,1945,"Rich Products offers a variety of beverage solutions, including frozen fruit purees and beverage bases that can enhance the creation of unique drinks like smoothies and bubble teas. Their innovative products, such as non-dairy creamers and toppings, provide versatility and flavor, making them ideal for crafting visually appealing and delicious beverages."
Pasticceria Quadrifoglio,Campogalliano,,Italy,51-100 Employees,1978,"Pasticceria Quadrifoglio specializes in unique frozen pastry desserts, prominently featuring a variety of sorbets, including their innovative Sorbissimo line. With a focus on quality and a range of flavors, including Sicilian Lemon and Coffee Cream, the company has established itself as a leader in the sorbet sector, offering both fresh and frozen options."
Everest Ice Cream,Melbourne,,Australia,51-100 Employees,1958,"The company specializes in producing a wide range of sorbets made with high-quality, flavorful fruits, offering options like lemon, mango, and raspberry. Their refreshing sorbets serve as perfect palate cleansers, making them an excellent addition to any café, restaurant, or ice cream parlor."
Puratos,Dilbeek,,Belgium,1001-5000 Employees,1919,"Puratos offers Ambiante, a plant-based whippable topping that provides exceptional volume and stability, making it ideal for cake decoration and various culinary applications. This innovative product not only enhances the visual appeal of desserts but also caters to vegan diets, aligning with the company's commitment to healthier and sustainable food solutions."
