name,city,state,country,employees,founded,description
Digi International,Minnetonka,,United States,501-1000 Employees,1985,"Digi International offers a range of Zigbee products and modules, including embedded modules, gateways, and adapters that support the Zigbee protocol, making it ideal for designs that require secure mesh networking."
ubisys technologies GmbH,Dusseldorf,,Germany,11-50 Employees,2005,"The company, ubisys technologies GmbH, highlights its expertise in Zigbee technology."
Zigron,Alexandria,,United States,101-250 Employees,2005,"Zigron is a service provider specializing in IoT solutions, which are highly relevant to Zigbee technology. Their expertise in Smart Energy Platforms and Smart Home Automation aligns with the functionalities that Zigbee supports in creating interconnected devices and energy-efficient systems."
Vesternet,United Kingdom,,United Kingdom,11-50 Employees,2008,"The company specializes in home automation solutions and prominently features Zigbee 3.0 technology in their products, highlighting its robust integration capabilities and support for thousands of devices, making it a key component of their smart home offerings."
7layers,Ratingen,,Germany,51-100 Employees,1998,"Zigbee technologies, developed by the Zigbee Alliance, are essential for smart homes and buildings, enabling seamless communication through mesh networking. This ensures reliable data exchange, even if some devices lose their connection."
Develco Products,Aarhus,,Denmark,11-50 Employees,2007,"Develco Products has 16 years of experience in developing Zigbee devices and highlights the protocol's security, stability, and interoperability, making it a popular choice for IoT solutions."
Silicon Labs,Austin,,United States,1001-5000 Employees,1996,"Silicon Labs specializes in secure and intelligent wireless technology, including expertise in ZigBee, which is crucial for developing Internet of Things (IoT) applications. Their comprehensive product portfolio and development resources support innovative solutions that enhance connectivity and address security challenges across various sectors."
Deutsche Telekom IoT,Bonn,,Germany,10001+ Employees,2020,"The company specializes in secure and efficient connectivity solutions for IoT devices, offering a variety of communication standards. Their portfolio includes certified devices that ensure seamless integration, making them a valuable partner for innovative IoT projects."
Longloria Ltd,London,,United Kingdom,1-10 Employees,2020,"Longloria Ltd, a specialist in Zigbee technology, offers comprehensive services including Zigbee 3.0 firmware development, smart energy consultation, and pre-certification testing, making them a valuable resource for projects related to home automation and smart energy."
SolarEdge Technologies,Herzliya,,Israel,1001-5000 Employees,2006,"SolarEdge is a leading manufacturer in smart energy technology, offering innovative solutions like antennas for Wi-Fi and ZigBee® communications, which enhance connectivity in energy systems. Their focus on renewable energy advancements and diverse product offerings underscores their commitment to improving energy management and efficiency."
