name,city,state,country,employees,founded,description
Domino Sugar,Woodbridge Township,,United States,1001-5000 Employees,,"Domino Foods, Inc. produces a variety of sugar products, including Dark Brown Sugar under the Domino® Sugar brand. As a leading industrial sugar supplier, the company emphasizes its commitment to quality and innovation in its offerings."
Lantic Inc.,Montreal,,Canada,501-1000 Employees,1888,"Lantic is a Canadian manufacturer that specializes in a variety of natural sweeteners, including brown sugar. Their offerings include trusted brands like Lantic Rogers, ensuring a high-quality product for both retail and industrial markets."
Western Sugar Cooperative,Denver,,United States,501-1000 Employees,1900,"Western Sugar Cooperative produces high-quality Light and Dark Brown Sugar, emphasizing sustainable practices and rigorous production standards. Their brown sugar products are versatile ingredients ideal for baking and cooking."
Sugar C&H Company Inc,Crockett,,United States,251-500 Employees,1906,"C&H® Sugar is a leading manufacturer of brown sugar, among other sweeteners, and has a significant production capacity, making it a key supplier for the food industry."
Brown Sugar India,Jaipur Municipal Corporation,,India,251-500 Employees,2011,"Brown Sugar is a prominent bakery and café chain in Jaipur, known for its high-quality cakes and diverse food offerings. With a commitment to excellence and innovation, it has established itself as a favorite destination for those seeking delicious baked goods and a warm dining experience."
The Teahouse Tapioca and Tea,Houston,,United States,51-100 Employees,2000,"The Teahouse Tapioca & Tea offers a variety of beverages, including a focus on traditional Taiwanese tea flavors, which may include brown sugar options. Their commitment to high-quality ingredients ensures an exceptional tea experience."
Nile Sugar,Cairo,,Egypt,1001-5000 Employees,2007,"Nile Sugar is a manufacturer of white sugar, produced from beet sugar extraction, along with by-products like molasses."
Gordon Food Service Store,Wyoming,,United States,1001-5000 Employees,,"The company offers brown sugar, specifically a 1 lb package of dark brown sugar, available for same-day pickup. This product is part of their extensive selection of food and beverage items."
Brown Sugar Botanicals,Oakland,,United States,1-10 Employees,2019,"Brown Sugar Botanicals specializes in crafting herbal products and remedies, with a focus on traditional herbal applications and organically-grown hemp."
Natural Life s.c. Cyprus,Ergates,,Cyprus,11-50 Employees,,"Natural Life offers brown sugar, a sucrose product characterized by its distinctive brown color from molasses, highlighting its commitment to high-quality natural products."
