name,city,state,country,employees,founded,description
Custom Culinary,Lombard,,United States,1001-5000 Employees,1946,"Custom Culinary® is dedicated to providing authentic culinary flavor systems, including a variety of dressings, which may be of interest to those exploring salad dressing options."
Bolthouse Farms,Bakersfield,,United States,1001-5000 Employees,1915,"Bolthouse Farms specializes in premium refrigerated dressings, offering high-quality options that align with their commitment to healthier food choices."
Litehouse Inc.,Sandpoint,,United States,1001-5000 Employees,,"Litehouse Inc. started as a line of refrigerated salad dressing and has since expanded its offerings. Their Litehouse Caesar Dressing is highlighted for its robust flavor and fresh, natural ingredients, making it an ideal complement to Caesar salads."
Corbion,Amsterdam,,Netherlands,1001-5000 Employees,1919,"Corbion is a leading supplier that offers innovative solutions for sauces, dressings, and condiments, utilizing natural plant extracts to enhance freshness and extend shelf life. Their expertise in food preservation and sustainable practices positions them as a key player in the food industry."
Duck Delivery Produce Inc.,Portland,,United States,1001-5000 Employees,1985,"The company, United Salad, offers a wide range of products, including fresh produce and grocery items, which may include salad dressings. They emphasize high-quality sourcing and delivery, catering to various customers in the foodservice industry."
Conway Import Co. Inc,Franklin Park,,United States,51-100 Employees,,"Conway Dressings emphasizes its dedication to offering safe and premium salad dressings, highlighting their commitment to customer care."
"Richelieu Foods, Inc.",Wheeling,,United States,501-1000 Employees,1997,"Richelieu Foods Inc. specializes in salad dressings, along with other products like frozen pizza and BBQ sauces. The company focuses on organic and premium offerings, ensuring high-quality standards and customized formulations to meet customer needs."
Yo Mama's Foods ®,Clearwater,,United States,11-50 Employees,2017,"The company specializes in gourmet food products, including a range of healthy and all-natural salad dressings that are low in sugar, carbohydrates, and sodium, and are also dairy-free and gluten-free."
Saladworks,Saint Petersburg,,United States,1001-5000 Employees,1986,"Saladworks is a prominent fast-casual dining chain known for its customizable salad offerings, featuring a wide selection of fresh vegetables, proteins, and dressings. With a diverse menu that includes salads, grain bowls, wraps, soups, and sandwiches, it promotes healthy eating and provides a variety of options for those seeking nutritious meals."
Private Label Foods,City of Rochester,,United States,11-50 Employees,1989,"Private Label Foods has expanded its production capabilities to meet the growing demand for salad dressings, offering a wide selection of high-quality products. The company is recognized for its consistent quality and ability to provide custom recipes, making it a key player in the salad dressing market."
