name,city,state,country,employees,founded,description
Columbia Sportswear Company,Portland,,United States,5001-10000 Employees,1938,"Columbia Sportswear Company is a prominent manufacturer of active lifestyle gear, focusing on apparel, footwear, and accessories for outdoor activities. Their products incorporate advanced technologies and include a variety of brands that cater to the outdoor and sporting goods market."
Under Armour,Baltimore,,United States,10001+ Employees,1996,"Under Armour is a leading manufacturer of men's and women's sportswear, specializing in performance apparel that keeps athletes cool and dry. The company also offers innovative footwear and digital fitness solutions, all aimed at enhancing athletic performance."
JD Sports,Chichester,,United Kingdom,10001+ Employees,1981,"JD Sports Fashion plc is a prominent retailer of branded and own-brand sportswear, featuring well-known labels like Nike, Adidas, and Puma. The company emphasizes an enhanced consumer experience through its multi-channel shopping platforms, making it a key destination for sportswear enthusiasts."
Russell Athletic,Bowling Green,,United States,10001+ Employees,1902,"The company offers a range of athletic apparel, including tanks, tees, and shorts, perfect for staying cool during workouts."
MAS Holdings,Colombo,,Sri Lanka,10001+ Employees,1987,"MAS Holdings is a leading manufacturer of sportswear, focusing on sustainable and ethical production. Their active wear is crafted from breathable woven fabric, providing four-way stretch and enhanced flexibility, making it ideal for fitness enthusiasts."
Sportswear Etc,Portsmouth,,United States,11-50 Employees,,"Sportswear ETC specializes in customized apparel solutions, offering team sales, uniforms, and various soft goods tailored to meet specific requirements. Their services include custom screen printing, heat transfers, and embroidery, making them a key player in the sportswear industry."
SCORE Sports,Los Angeles,,United States,251-500 Employees,1975,"SCORE Sports is a leading North American sports manufacturer that offers a comprehensive line of high-quality sports uniforms, ranging from youth to competitive levels. They are committed to sustainability and community support, ensuring that their uniforms are durable and free of chemicals, while also pioneering innovative designs for athletes."
Blue Associates Sportswear Ltd - Sportswear design & sourcing,Dacorum,,United Kingdom,11-50 Employees,1997,"The company specializes in designing and producing bespoke performance sportswear, bags, and accessories for various sports brands and startups. They offer a comprehensive service that includes technical design, development, and sustainable production options, ensuring that clients can effectively showcase their brand values alongside high-quality products."
erima GmbH,Pfullingen,,Germany,251-500 Employees,1900,"ERIMA is a renowned manufacturer of high-quality sportswear and functional athletic clothing for all ages and activities. They offer a diverse range of sports apparel for team sports such as football, handball, volleyball, tennis, athletics, and running."
Geekayz,Sialkot,,Pakistan,1001-5000 Employees,1957,"The company specializes in sports apparel, offering a wide range of sportswear and fitness clothing. With a focus on quality and competitive pricing, it positions itself as a leading supplier in the sports apparel sector."
