name,city,state,country,employees,founded,description
Lounge Underwear,Metropolitan Borough of Solihull,,United Kingdom,51-100 Employees,2016,"Lounge is a brand that specializes in comfortable and stylish loungewear, including their So Soft Luxury Dressing Gown, designed to keep you snug and cozy."
Lunya & Lahgo,Santa Monica,,United States,51-100 Employees,2014,"The company offers a range of luxurious loungewear, including their Cashmere Relaxed Jogger, made from super-soft 100% cashmere, designed for ultimate comfort and anti-wrinkle ease. Their collection features soothingly soft fabrics and effortless designs, perfect for a dreamy and relaxing weekend."
Glossy Lounge,Dubai,,United Arab Emirates,11-50 Employees,2021,"GlossyLounge is a sustainable fashion brand that specializes in luxe loungewear, emphasizing inclusivity and eco-friendly practices. Their collections are designed to enhance comfort and confidence, making them perfect for both relaxation and self-expression."
Shopbloom,New Delhi,,India,11-50 Employees,,"Shopbloom is a retailer that specializes in nightwear and loungewear for men, women, and children."
Lounge S.A,Chile,,Chile,251-500 Employees,2005,"Lounge, a Chilean manufacturer and retailer established in 2005, specializes in women's accessories and emphasizes a relaxed aesthetic that incorporates the latest fashion trends. Their wide range of products, including unique designs and textures, complements women's outfits, making it a relevant destination for loungewear."
WHITE LODGE PROMOTIONS LIMITED,Lichfield,,United Kingdom,1-10 Employees,,"White Lodge Promotions Ltd. specializes in personalized apparel, which includes a variety of loungewear options."
SOFTIES,Norcross,,United States,11-50 Employees,2006,"Softies specializes in high-quality loungewear, offering Ultra-Soft Loungewear collections crafted from the softest fabrics that ensure ultimate comfort. Their innovative designs also regulate body temperature and wick moisture, making them perfect for luxury lounging."
S D RETAIL PRIVATE LIMITED,Ahmedabad,,India,501-1000 Employees,1989,"The company offers a diverse range of loungewear and sleepwear that is not only perfect for sleep but also stylish enough for various occasions like hotel breakfasts and travel. Their products prioritize comfort and self-care, making them ideal for anyone looking to unwind in style."
Cotton Traders,Wilmslow,,United Kingdom,251-500 Employees,1987,"The company offers a selection of loungewear trousers, highlighting their collection at Cotton Traders."
Allbirds,San Francisco,,United States,251-500 Employees,2014,"Allbirds offers a range of women's Wool Loungers, designed for comfort and everyday wear, highlighting their commitment to sustainability and ethical practices."
