name,city,state,country,employees,founded,description
HTS,Hamilton,,Canada,251-500 Employees,1992,"HTS provides comprehensive support throughout the entire lifecycle of HVAC equipment, from concept to maintenance, ensuring building owners make informed decisions about modern HVAC technology. As the largest independent built-to-order commercial and industrial HVAC distributor in North America, HTS offers expert solutions and services that enhance the efficiency and reliability of air and water systems."
Danfoss A/S,Nordborg,,Denmark,10001+ Employees,1933,"Danfoss Climate Solutions specializes in energy-efficient technologies, offering a range of smart HVAC solutions, including advanced air conditioning units and innovative refrigeration systems. Their commitment to sustainability and operational efficiency aligns with the growing demand for intelligent heating and cooling solutions."
Goodman Global Group,Houston,,United States,10001+ Employees,1975,"Goodman Manufacturing is a prominent player in the HVAC industry, offering innovative and energy-efficient heating, ventilation, and air conditioning systems. Their commitment to advanced technologies and environmentally sound solutions positions them as a leader in smart HVAC solutions."
CoolAutomation,Israel,,Israel,11-50 Employees,1958,"CoolAutomation is a leader in smart HVAC solutions, offering innovative products that allow for seamless integration and remote management of HVAC systems. Their technology enhances service efficiency, enables continuous monitoring, and supports predictive maintenance, making it ideal for both residential and commercial applications."
Armstrong Fluid Technology,Canada,,Canada,501-1000 Employees,1934,"Armstrong Fluid Technology specializes in intelligent fluid-flow equipment and offers innovative solutions that optimize HVAC performance through real-time data and demand-based control technologies, making them a key player in the smart HVAC sector. Their commitment to energy efficiency and sustainability further enhances building lifecycle performance."
smartheat,China,,China,501-1000 Employees,,"Smart Heat Inc. specializes in smart heating and cooling solutions, offering advanced technology to enhance home comfort and efficiency. Their services include installation, repairs, and maintenance of HVAC systems, ensuring homeowners can effectively manage their heating and cooling needs."
Harris,Saint Paul,,United States,1001-5000 Employees,1948,"Harris specializes in HVAC services, offering retrofits that enhance system reliability and energy efficiency while reducing operational costs. With over 70 years of experience in integrated building systems, the company is well-equipped to handle diverse projects, ensuring innovative solutions for smart building environments."
Daikin Applied Americas,Minneapolis,,United States,5001-10000 Employees,1924,"Daikin Applied is a prominent manufacturer of HVAC products, emphasizing energy efficiency and advanced technologies. Their innovative chiller systems, such as the Pathfinder chiller, and commitment to sustainability align with the growing demand for smart HVAC solutions."
ELCO Heating Solutions,Hechingen,,Germany,5001-10000 Employees,,"ELCO Heating Solutions specializes in energy-efficient heating systems, offering a range of products such as heat pumps and solar systems that align with the concept of smart HVAC. Their systems are designed for easy installation and integration, ensuring optimal functionality and reliability."
Heinen & Hopman,Netherlands,,Netherlands,1001-5000 Employees,1965,"Heinen & Hopman Engineering specializes in the design and installation of advanced HVAC systems, offering both customized and standard solutions that emphasize energy-saving technologies and sustainable design. Their expertise includes low-noise systems and innovative approaches to energy recovery, making them a key player in the smart HVAC sector."
