name,city,state,country,employees,founded,description
General Dynamics Mission Systems,United States,,United States,10001+ Employees,1952,"General Dynamics Mission Systems addresses critical security and technology challenges through advanced training and simulation solutions. Their expertise includes extensive experience in simulating opposing forces and testing products in combat scenarios, making them a key player in military simulation."
General Dynamics Mission Systems–Canada,Ottawa,,Canada,1001-5000 Employees,,"General Dynamics Mission Systems–Canada specializes in providing advanced hardware, software, and systems for military applications, including training and simulation. Their expertise spans various domains, ensuring that military and first responders are equipped with cutting-edge solutions."
SimCentric,Oxford,,United Kingdom,51-100 Employees,2008,"SimCentric is a technology company that focuses on transforming military training through innovative solutions like SAF-TAC™, a scalable virtual training environment designed for defense simulation. This platform supports collective training and mission rehearsal using cutting-edge technologies, including Virtual Reality."
MilSOFT,Turkey,,Turkey,251-500 Employees,1998,"MilSOFT is a system integration and software development company with a strong presence in the defense industry, offering innovative solutions that likely include military simulation. Their commitment to quality and the latest technologies positions them as a competitive player in both national and international markets."
Bohemia Interactive Simulations,Capital City of Prague,,Czechia,251-500 Employees,,"Bohemia Interactive Simulations (BISim) focuses on revolutionizing training and simulation through innovative technology. Their high-fidelity simulation software is specifically designed for defense organizations, making it a key player in military simulation solutions."
NATO Modelling and Simulation Group (NMSG),Neuilly-sur-Seine,,France,251-500 Employees,1999,"The company emphasizes the importance of policies, shared data, and standards for interoperability in the efficient use of NATO and national Modeling & Simulation (M&S) capabilities. This includes strategic plans and publications that support effective military simulation practices within the Alliance."
SAIC,McLean,,United States,10001+ Employees,1969,"SAIC is actively involved in military simulation through its development of a cloud-based command and control system that enhances battlefield analysis and preparedness. Their digital engineering solutions, including a space wargaming tool, facilitate real-time simulations to support warfighters in action."
Aechelon Technology Inc,San Francisco,,United States,1001-5000 Employees,1998,"Aechelon Technology specializes in high-fidelity military simulation and training, offering immersive visualization solutions that ensure unmatched image quality and performance. Their products enable effective training across various virtual environments, incorporating dynamic weather and realistic scenarios essential for mission preparation."
Krauss-Maffei Wegmann GmbH & Co. KG,Munich,,Germany,1001-5000 Employees,1999,"KMW (a company of KNDS) is a leading provider of military simulation systems and training facilities, emphasizing its expertise in protected wheeled and tracked vehicles. With a strong focus on advanced technologies, KMW supports military operations through innovative simulation solutions."
Zen Technologies,Kallur,,India,251-500 Employees,1993,"Zen Technologies Limited specializes in advanced Combat Training Solutions for Defence and Security Forces, offering a diverse portfolio that includes live fire, virtual, and constructive training systems. Their innovative simulators, such as the Zen TacSim, provide realistic mission rehearsal training, enhancing combat readiness through effective simulation."
