name,city,state,country,employees,founded,description
Dynamic Enterprises (Pakistan),Lahore,,Pakistan,51-100 Employees,2000,"Dynamic Enterprises offers a variety of kitchen furniture, including stainless steel sinks, cutting tables, spice tables, and stoves, catering to diverse culinary needs. Their commitment to quality ensures that each product is tailored to meet client specifications."
Weltew Home,Turkey,,Turkey,501-1000 Employees,1996,"The company specializes in modular furniture, including a variety of kitchen table and chair sets. Their emphasis on quality and innovation is reflected in their diverse offerings, such as the Kayra and Gupba growing kitchen table sets."
Furniture in Fashion,United Kingdom,,United Kingdom,51-100 Employees,1998,"Furniture in Fashion offers a wide range of modern and contemporary kitchen furniture, including dining tables and chairs, at competitive prices. With a focus on quality and fast delivery, the company ensures customers have access to stylish and durable options for their dining spaces."
Stylecraft,Sydney,,Australia,51-100 Employees,1953,"Stylecraft is a prominent provider of contemporary furniture, including a diverse range of products from exclusive European and Australian brands. With a strong focus on quality and sustainability, the company collaborates with interior designers and architects, making it a key player in the commercial furniture market."
Ethan Allen,Danbury,,United States,1001-5000 Employees,1932,"Ethan Allen is a prominent manufacturer and retailer of high-quality home furnishings, including a diverse range of kitchen furniture styles and customization options. The company's commitment to exceptional craftsmanship and complimentary interior design services enhances the overall customer experience in selecting the perfect kitchen furnishings."
Furlenco,Bengaluru,,India,251-500 Employees,2012,"The company specializes in furniture and home decor solutions, offering a range of options for both rental and purchase, making it a versatile choice for those looking to enhance their kitchen space."
Worldwide Homefurnishings Inc,Vaughan,,Canada,11-50 Employees,1988,"The company specializes in a wide range of kitchen furniture, particularly dining sets, offering high-quality and affordable options for various needs. They provide wholesale dining tables and chairs, catering to both retail and commercial customers across North America."
Source Furniture,Miami,,United States,101-250 Employees,2008,"Source Furniture specializes in contemporary wicker and outdoor furniture, offering a wide range of custom options suitable for both residential and commercial settings. Their collections include various seating and dining options, which could complement kitchen furniture needs in outdoor or upscale dining environments."
H. M. Al Rugaib & Sons Trading Co. Ltd.,Al Khobar,,Saudi Arabia,251-500 Employees,1958,"The company is a home furnishing retailer that offers a variety of products, including dining room sets and home decor, which may encompass kitchen furniture."
interior360 General Trading LLC,Dubai,,United Arab Emirates,11-50 Employees,2012,"The company specializes in high-quality indoor and outdoor hospitality furniture, offering a diverse range of products, including custom-made tables and tailored seating solutions. With over 12 years of experience, they collaborate with designers to create functional and aesthetically pleasing furniture for various settings, such as fine dining restaurants and luxury hotels."
