name,city,state,country,employees,founded,description
Wallpaper,Cairo,,Egypt,11-50 Employees,2015,"Wallpaper Company specializes in high-quality wallpaper, offering a diverse collection that transforms spaces into unique environments. Their commitment to product quality and innovative design ensures customers have access to endless decorating possibilities for homes, offices, and commercial settings."
F. Schumacher & Co.,New York,,United States,501-1000 Employees,1889,"Schumacher is a renowned design house that specializes in high-end home decor, including a diverse range of wallpapers. With over 130 years of experience, they are committed to creating imaginative motifs that enhance interior design."
Goodrich Global Headquarters,Singapore,,Singapore,251-500 Employees,1983,"Goodrich Global is a prominent manufacturer and distributor of interior furnishings in Asia, with a specialization in wallcoverings. Their product range includes a variety of wallpapers, highlighting their focus on innovative and eco-friendly options."
Shelbyville Paint & Wallpaper,Shelbyville,,United States,11-50 Employees,,"Shelbyville Paint & Wallpaper specializes in a wide range of wallpaper products for both home and commercial use, providing decorative and protective options for various surfaces."
WCI Wallpapers Pty Ltd,Cape Town,,South Africa,1-10 Employees,2005,"WCI Wallpapers Pty Ltd specializes in the supply and installation of a wide variety of high-quality wall coverings, including vinyl and non-woven wallpapers. With extensive experience and a focus on large-scale projects, the company provides innovative wallpaper solutions and expert consultancy for diverse sectors, ensuring optimal results for architects, designers, and clients."
Wallcrown Design Center Inc.,Quezon City,,Philippines,51-100 Employees,1992,"Wallcrown specializes in high-quality imported interior products, including a diverse collection of in-house crafted wallpaper that enhances any home with stylish textures and designs. Their focus on merging classic and contemporary styles makes them a go-to source for interior designers and homeowners looking to create a tasteful atmosphere."
Design Syndicate,South Africa,,South Africa,51-100 Employees,,"The company specializes in interior decorating solutions with a strong focus on wallpaper, offering planning, sourcing high-quality wallcoverings, and expert installation. Their extensive range includes both decorative and digital options, ensuring affordability and quality for clients."
Graham & Brown,Chorley,,United Kingdom,251-500 Employees,1946,"Graham & Brown specializes in modern wallpaper and offers a variety of designer options that enhance home décor. They have pioneered innovations like 'paste the wall' technology, making application and removal easy, and their Thales Vector Wallpaper features a sophisticated geometric design that adds depth to any room."
WallPepper®/Group - carta da parati,Milan,,Italy,11-50 Employees,2013,"WallPepper® is a design-focused manufacturer that specializes in innovative wallpapers, offering a comprehensive catalogue filled with unique graphics and artistic designs. Their commitment to high-quality, customizable, and eco-friendly wall solutions makes them a key player in the wallpaper industry."
MARSHALLS WALLCOVERINGS,Mumbai,,India,251-500 Employees,1975,"Marshalls is a prominent manufacturer that offers an extensive collection of over 10,000 wallpaper designs, including HD and 3D options, making it a go-to choice for interior designers and architects."
