name,city,state,country,employees,founded,description
Sri Trang Group,Hat Yai,,Thailand,5001-10000 Employees,,"Sri Trang Group is a leading fully integrated green rubber company that specializes in natural rubber products, emphasizing sustainability and quality throughout its supply chain. With a commitment to ethical practices and environmental responsibility, the company plays a significant role in the natural rubber industry, offering a diverse range of products."
PT Kirana Megatara Tbk,Special capital Region of Jakarta,,Indonesia,1001-5000 Employees,1991,"Kirana Megatara Group is the largest producer of crumb rubber in Indonesia, supplying high-quality natural rubber, including Standard Indonesian Rubber (SIR), to leading tire manufacturers worldwide. The company is committed to sustainability and customer satisfaction through the cultivation of superior rubber tree clones and a focus on quality."
Corrie MacColl Limited,London,,United Kingdom,5001-10000 Employees,1780,"Corrie MacColl is a key player in the sustainable natural rubber industry, specializing in traceable, premium quality materials. The company's commitment to sustainability and a comprehensive supply chain supports both ecological preservation and economic development."
Lalan Rubbers,Sri Lanka,,Sri Lanka,1001-5000 Employees,,"Lalan Rubbers, a prominent rubber manufacturer in Sri Lanka, specializes in a variety of rubber products, including high-quality gloves designed for comfort and protection."
Malwatte Valley Plantations PLC,Colombo,,Sri Lanka,5001-10000 Employees,1992,"The company, Malwatte Valley Plantations PLC, offers a variety of rubber products, including organic and inorganic rubber, which may be of interest to those looking for natural rubber options."
White Cross Rubber Products,Lancaster,,United Kingdom,11-50 Employees,1983,"White Cross Rubber Products Limited is a specialist manufacturer of natural rubber fabrics, providing a variety of custom options tailored to meet specific requirements. Their expertise in high-performance rubber sheeting and coated textiles makes them a key player in the industry."
KRAHN Chemie,Hamburg,,Germany,101-250 Employees,1909,"KRAHN Chemie GmbH offers a diverse product range that includes synthetic rubber and various chemical products for processing industries like rubber. With over 100 years of experience, the company emphasizes tailored product marketing and provides technical services to its extensive customer base."
Neorubber Indústria de Sandálias Ltda.,Capela de Santana,,Brazil,501-1000 Employees,2010,"Neorubber is a manufacturer that specializes in high-quality rubber sandals and footwear components, highlighting its expertise in producing rubber products. The company's commitment to using top-quality raw materials and a vertically integrated production process ensures the delivery of superior rubber goods."
Top Glove,Shah Alam,,Malaysia,10001+ Employees,1991,"Top Glove Corporation Bhd is the world’s largest manufacturer of gloves, offering a comprehensive range of products including latex gloves, which are made from natural rubber."
ARLANXEO,The Hague,,Netherlands,1001-5000 Employees,2016,"ARLANXEO is a leading global producer of synthetic rubber, with a strong emphasis on high-performance materials used in various industries. Their commitment to innovation and research and development enhances their ability to meet the evolving demands of their customers."
