name,city,state,country,employees,founded,description
CONSOL Energy,Canonsburg,,United States,1001-5000 Employees,1860,"CONSOL Energy emphasizes its role in supporting the American way of life through reliable electricity delivery and job creation, highlighting its commitment to safe and productive underground coal mining methods."
Ienergy Natural Resources Limited,Rajkot,,India,11-50 Employees,2015,"The company specializes in fuel solutions and offers a diverse range of coal products, including US Coal, Indonesian Coal, South African Coal, and Coking Coal. Its focus on analyzing fuel requirements ensures competitive pricing and high-quality fuels, which are essential for various industries."
CoalNet,New Delhi,,India,11-50 Employees,,"CoalNet is dedicated to enhancing the Mining & Energy Sector by serving as a convergence platform for energy producers, consumers, suppliers, and policymakers. Their focus on sustainable development initiatives positions them as a key player in optimizing operational excellence, particularly within the Power, Steel, and Cement Industries."
Drummond Ltd.,Colombia,,Colombia,5001-10000 Employees,1985,"Drummond Ltd. is a key player in the coal industry, specializing in the exploration, extraction, transportation, and exportation of coal in Colombia. The company operates a significant number of daily trains to transport coal from its mining sites to the export port, highlighting its commitment to sustainable and responsible mining practices."
BEST COAL TRADERS PVT. LTD.,Lahore,,Pakistan,1001-5000 Employees,,"The company highlights its strategic position in the coal market, emphasizing that their coal is the cheapest and offers the best value for money without compromising on quality. They ensure the delivery of consistent quality coal from multiple countries, reinforcing their commitment to customer satisfaction."
Warma Home Fuels,Lancaster,,United Kingdom,11-50 Employees,,"The company specializes in environmentally friendly home fuels, which may include coal products."
Grupo Petromil,Perímetro Urbano Barranquilla,,Colombia,5001-10000 Employees,1997,"The company is a Colombian manufacturer that specializes in the fuel supply industry and energy generation, efficiently integrating the liquid and gas fuel supply chain."
Coalshastra,New Delhi,,India,11-50 Employees,2010,"CoalShastra is a specialized B2B marketplace for coal trading, offering various products such as thermal coal, coking coal, and imported coal. The company enhances the buying and selling process, helping clients source high-quality coal and navigate market dynamics."
Berau Coal Energy,Ühlingen-Birkendorf,,Germany,10001+ Employees,1983,"PT. Berau Coal is a prominent coal manufacturer and contractor in East Kalimantan, established in 1983. The company focuses on transforming natural resources into energy, emphasizing safety, reliability, and continuous improvement in its coal production operations."
Cerrejón Colombia,Colombia,,Colombia,10001+ Employees,1986,"Cerrejón is a prominent player in the coal mining sector, with a comprehensive operation that encompasses mining, transportation, and port facilities. The company extracts coal from numerous communities in La Guajira, supplying energy to global markets while emphasizing sustainability and social responsibility."
