name,city,state,country,employees,founded,description
The Sunscreen Company™,Ottawa,,Canada,1-10 Employees,2008,"The Sunscreen Company™ specializes in luxury sunscreen formulations that prominently feature Zinc Oxide, ensuring both safety and effectiveness. Their commitment to innovation and collaboration with medical professionals enhances the credibility of their products."
Avon Product,New York,,United States,10001+ Employees,1886,"The company offers a range of skincare products, including the Isa Knox Anew Solaire Everyday Mineral Face Protection Cream with Broad Spectrum SPF 50. This sunscreen features zinc oxide and is designed to provide high SPF protection without leaving a white cast, aligning with health and environmental consciousness."
Session Savers Sunscreen,San Diego,,United States,1-10 Employees,2013,"Session Savers® offers sunscreen products that are perfectly portioned for year-round use, making them ideal for outdoor activities and emergencies. Their sunscreen is designed with convenience in mind, ensuring skin protection is always accessible."
Colorescience,Carlsbad,,United States,101-250 Employees,2000,"Colorescience offers Sunforgettable® Total Protection™ Face Shield Classic SPF 50, a mineral sunscreen that provides effective protection against sun and pollution while blending seamlessly into all skin tones. Their products are clinically tested and designed to enhance skin health and appearance."
NIVEA INDIA,Mumbai,,India,501-1000 Employees,,"NIVEA is a leading skin care brand that offers a variety of sun care products, including the NIVEA Sun Protect & Dry Touch Invisible Spray, designed to enhance beauty and promote well-being."
Everyday Humans,United States,,United States,11-50 Employees,2020,"Everyday Humans specializes in inclusive beauty products that emphasize sun care, particularly highlighting their Resting Beach Face SPF30 sunscreen serum, which combines effective sun protection with hydrating skincare. Their climate-neutral sunscreen range is designed to cater to diverse skin tones and is available through major retailers and online platforms."
Binda Botanicals,Greater Brisbane,,Australia,1-10 Employees,,"Binda Botanicals offers a Vegan Organic Sunscreen that provides broad-spectrum UVA, UVB, and UVC protection, making it essential for prolonged sun exposure. The sunscreen is designed to be water and sweat-resistant for up to 40 minutes, ensuring effective protection against sunburn and skin damage."
COOLA,Carlsbad,,United States,51-100 Employees,2007,"COOLA specializes in premium organic skincare products, including a variety of sunscreens such as the Refreshing Water Cream Organic Face Sunscreen SPF 50 and Classic Face Organic Sunscreen Mist SPF 50. With over 70% of their offerings made from certified organic ingredients, COOLA emphasizes natural and eco-friendly suncare solutions for health-conscious consumers."
Inolex,Philadelphia,,United States,51-100 Employees,1892,"Inolex is committed to sustainable practices and innovation in the beauty and personal care industry, emphasizing their dedication to creating products like sunscreens through green chemistry. Their diverse technology portfolio suggests a focus on developing effective and environmentally friendly skincare solutions."
Kool-a-Sun,South Africa,,South Africa,11-50 Employees,1998,"The company specializes in manufacturing sunscreen, sunblock, and suntan lotions, using natural mineral ingredients like Titanium Dioxide and Zinc Oxide. Their products are thoroughly tested for effectiveness and are competitively priced, making them a key player in sun care."
