name,city,state,country,employees,founded,description
Hebei Cici Co.Ltd,Shijiazhuang,,China,251-500 Employees,2003,"Indiam popcorn is a leader in the baked popcorn category, utilizing advanced technology and a unique low-temperature baking process that enhances its nutritional value and crispiness. The company's focus on innovation and quality makes it a standout choice for popcorn lovers."
Popcornopolis,Los Angeles,,United States,101-250 Employees,2003,"Popcornopolis is dedicated to creating the world's most delicious gourmet popcorn, emphasizing both savory and sweet flavors. Their commitment to using the best ingredients and imaginative recipes aims to enhance the snacking experience."
Popcornandcoindia,New Delhi,,India,11-50 Employees,,"Popcorn & Company specializes in gourmet popcorn, offering over 12 varieties with unique international and Indian flavors. Their Movie Night package is perfect for any occasion, making it an ideal snack for gatherings or cozy nights in."
Popcorn Kitchen Ltd,Woking,,United Kingdom,1-10 Employees,2012,"Popcorn Kitchen specializes in hand-popped gourmet popcorn made from the finest natural ingredients, ensuring a high-quality snack experience. Their commitment to small-batch production and suitability for various dietary preferences, including vegetarian and vegan options, sets them apart in the popcorn market."
Weaver Popcorn Manufacturing,Whitestown,,United States,501-1000 Employees,,"Weaver Popcorn specializes in co-manufacturing various types of popcorn, including retail popping corn, microwave popcorn, and ready-to-eat options, ensuring high quality and cost-effectiveness for both Private Label and National Brands."
Golden Popcorn Ltd,Antrim,,United Kingdom,11-50 Employees,1996,"Golden Popcorn is a leading manufacturer of cinema-style sweet and salted popcorn in Northern Ireland, with a strong emphasis on high-quality ingredients and food safety. With over 20 years of experience, they have established themselves as experts in creating the beloved snack."
Popcorn Indiana,Westport,,United States,51-100 Employees,2002,"Popcorn Indiana is a leading manufacturer of popcorn, known for its innovative and flavorful snacks made from high-quality, real ingredients like butter and aged white cheddar. They offer a diverse range of popcorn products, including popular kettlecorn, and emphasize gluten-free and non-GMO options."
Metcalfe's®,Norwich,,United Kingdom,11-50 Employees,2009,"The company, Metcalfe's Snacks, offers popcorn as one of their snack options, which they supply for events and for consumption in wards."
Popcorn for the People,Piscataway Township,,United States,11-50 Employees,2015,"Popcorn for the People specializes in uniquely flavored gourmet popcorn, produced by a nonprofit that employs individuals with autism and developmental disabilities. The company not only creates delicious popcorn but also fosters a neurodiverse workforce, making it a meaningful choice for corporate events and gifts."
Popcorn media S.r.l.,Milan,,Italy,1-10 Employees,2007,"Popcorn Media is a creative agency that specializes in branding and advertising solutions, offering services such as product and packaging design, graphic creation, and video production. With over 10 years of experience, the company focuses on translating communication strategies into effective graphic assets."
