name,city,state,country,employees,founded,description
Jelly,London,,United Kingdom,11-50 Employees,2017,"Jelly is a comprehensive costing and kitchen management tool designed to enhance back-of-house operations for professionals in various culinary settings. It offers features like instant notifications for supplier price changes and accurate food costing, ultimately boosting profit margins and significantly reducing administrative time."
Jelly Communication,Dhaka,,Bangladesh,11-50 Employees,2014,"Jelly is a provider of enterprise systems and services that specializes in big data and cloud technology, focusing on innovative solutions to enhance customer value and competitive advantage."
Jelly Communications,Epsom and Ewell,,United Kingdom,11-50 Employees,2005,"Jelly is an independent connectivity solutions provider that specializes in bespoke office connectivity, helping small and mid-sized businesses communicate more effectively. With a commitment to premium customer service and tailored service plans, Jelly has successfully supported over 500 SMEs across the UK since its inception in 2005."
Jellyfish,Boston,,United States,101-250 Employees,2017,"Jellyfish is revolutionizing software engineering by empowering engineering leaders to become key business influencers. Their platform enhances visibility and communication around team efforts, ultimately enabling smarter work and better outcomes."
Jellymedia,Blackpool,,United Kingdom,11-50 Employees,2000,"Jelly is a creative agency that specializes in digital marketing, social media management, and design services, offering a wide range of solutions to enhance brand visibility and strategy."
Farmi Piimatööstus AS (Farmi Dairy Ltd),Jõhvi,,Estonia,251-500 Employees,,"Farmi Piimatööstus is a prominent dairy manufacturer in Estonia, producing a wide range of products, including yoghurt and fresh cheese. The company emphasizes quality and local sourcing, making it a key player in the Estonian market."
Jellysmack,New York,,United States,101-250 Employees,2016,"Jellysmack is a creator growth company that supports creators in expanding their communities and increasing their earnings on various social media platforms. With proprietary systems and optimization tools, Jellysmack empowers influential creators like MrBeast and Kallmekris to maximize their reach and revenue."
Jellyfish Pictures,London,,United Kingdom,251-500 Employees,2001,"Jellyfish Pictures is a renowned Animation and Visual Effects (VFX) studio that has received multiple prestigious awards, including BAFTA, Emmy, and Annie, and collaborates with major clients like Disney and Netflix."
Red Jelly Australia,Hobart,,Australia,11-50 Employees,2001,"Red Jelly is a creative agency that offers a variety of services, including packaging design and brand creation, which could be relevant for developing innovative marketing strategies for products like jelly. With over 20 years of experience, the company emphasizes collaboration and effective communication in its projects."
Blue Jelly,Lambourn,,United Kingdom,11-50 Employees,2002,"Blue Jelly emphasizes its commitment to building long-term client relationships and bold creativity, which could be relevant in the context of innovative projects or partnerships. Their focus on authenticity and trust also highlights the company's strong values and culture."
