name,city,state,country,employees,founded,description
Champagne & Friends,Zurich,,Switzerland,11-50 Employees,2017,"Champagne & Friends is dedicated to providing a curated overview of the champagne market, hosting one of Europe's premier champagne tastings. Their next event is scheduled for June 2, 2024, at George Zurich."
Champagne EPC,Vindey,,France,11-50 Employees,2019,"Champagne EPC collaborates with expert winemakers to create exceptional, traceable champagnes, offering a personalized experience for businesses. Their focus on less sugar and sulfites enhances the enjoyment of their 100% traceable cuvées."
Constellation Brands,Town of Victor,,United States,1001-5000 Employees,1945,"Constellation Brands is a prominent international producer of wine, beer, and spirits, offering a variety of high-end alcoholic beverages, including Cook's Champagne."
Champagne + Fromage,London,,United Kingdom,11-50 Employees,2011,"The company emphasizes its commitment to quality by exclusively sourcing Champagne directly from France, highlighting its pairing with artisanal cheeses. They promote the enjoyment of Growers Champagne as a versatile option that can be savored on its own or with food."
Champagne Creation,Reims,,France,11-50 Employees,1976,"Champagne Création specializes in advertising and marketing solutions tailored for the wine and champagne sector, offering customized designs and displays to enhance brand visibility and customer engagement. With over 40 years of experience, the company focuses on ROI-driven strategies to help clients meet their marketing goals."
CHAMPMARKET,Paris,,France,1-10 Employees,2010,"Champmarket offers a wide selection of exceptional champagnes from renowned houses, making it a prime destination for champagne enthusiasts. With options ranging from iconic brands to rare and limited editions, Champmarket provides an experiential platform for purchasing and gifting champagne for any occasion."
The Wine Society,Stevenage,,United Kingdom,101-250 Employees,1874,"The company offers a special Champagne & Chocolates Case, highlighting their commitment to providing enjoyable wine experiences."
Champagne Logistics,Tempe,,United States,51-100 Employees,1996,"Champagne Logistics is a specialized service provider in logistics and supply chain management, offering a range of services such as integrated supply chain logistics and white glove transportation. Their focus on high-value and sensitive product industries, along with advanced technology for supply chain visibility, positions them to enhance efficiency and reduce costs for clients."
Tonchamp,Amsterdam,,Netherlands,1-10 Employees,,"Tonchamp offers custom-made champagne for any event, allowing you to design your own unique champagne to celebrate in style."
Majestic Wine,Watford,,United Kingdom,1001-5000 Employees,1980,"Majestic Wine is the UK's largest specialist wine retailer, offering a diverse selection of over 1,400 products, including Champagne. With a team of WSET trained experts, the company provides personalized services and a commitment to quality and value."
