name,city,state,country,employees,founded,description
LegalInside,Palo Alto,,United States,10001+ Employees,2018,"The company specializes in legal technology solutions, providing a platform that enhances law practice management for legal professionals. This includes efficient process management and virtual client acquisition, making it a significant contributor to the evolving legal industry."
Consilio,Washington,,United States,501-1000 Employees,2002,"Consilio is a leading provider of legal consulting services, offering expertise in areas such as litigation support, compliance risk assessments, and internal investigations. With a focus on innovative technology and a global presence, the company delivers cost-effective solutions that enhance workflow and reduce risks for legal departments."
Juris Consultants Private Limited,New Delhi,,India,11-50 Employees,2019,"The company specializes in various legal domains, including Company Law, Securities Laws, Labour Laws, Intellectual Property Laws, and Foreign Exchange Laws."
QuisLex,New York,,United States,1001-5000 Employees,2004,"QuisLex is a specialized legal services provider that offers legal operations consulting and a range of services including contract management and legal compliance, aimed at optimizing complex legal processes. Their experienced team focuses on reducing costs and mitigating risks, making them a valuable resource for clients in need of legal consulting."
SageCounsel,Gurugram,,India,1-10 Employees,,"SageCounsel positions itself as a trusted advisor, emphasizing a client-centric approach that simplifies complex legal challenges and aligns with their business goals. Their commitment to providing effective and valuable legal consulting services ensures that clients receive comprehensive support tailored to their needs."
"ГК Телеком-Сервис ИТ (ЗАО ""ТЛС-ГРУП"")",Moscow,,Russia,501-1000 Employees,1993,"The company specializes in providing comprehensive legal consulting services, offering a range of products like the ConsultantPlus reference system, document templates, and insights on regulatory compliance, particularly in healthcare and international law. Additionally, it conducts seminars and webinars to address real-life challenges faced by legal professionals."
شركة هدف للمحاماة والاستشارات القانونية,Saudi Arabia,,Saudi Arabia,251-500 Employees,2013,"The company specializes in providing a wide range of legal services and consultancy, ensuring valuable assistance in various legal matters."
Legal Consulting PLLC,Bloomfield Hills,,United States,1-10 Employees,,"Legal Consulting, PLLC specializes in developing personalized legal strategies for businesses and individuals, particularly in the cannabis industry. With a focus on business and municipal law, their experienced team offers expert representation in various legal matters, including licensing and regulatory compliance."
Factor,New York,,United States,251-500 Employees,2019,"Factor Law specializes in legal consulting, particularly in Integrated Law, which focuses on enhancing the performance of in-house legal teams through services like legal managed services and transaction management. Their expertise in addressing transactional legal complexities, especially contract lifecycle management, makes them a valuable partner for corporate legal departments and law firms."
LexAnalytico Consulting,Bengaluru,,India,11-50 Employees,2020,"LexAnalytico is a Techno-Legal Consulting firm that provides comprehensive legal consulting services, particularly in IP and corporate law. Their team combines legal expertise with technical knowledge to deliver customized solutions and actionable insights for individuals and businesses."
