name,city,state,country,employees,founded,description
AGRODUR Grosalski GmbH & Co. KG,Bad Berleburg,,Germany,,,"Agrodur is a leading supplier of complex plastic components made from thermoplastics and thermosets. We support the entire process - from design to full-scale production, offering high-quality, precise solutions for the technical industry from a single source."
Plastic Packaging (PTY) Ltd,Windhoek,,Namibia,251-500 Employees,1982,"Plastic Packaging Windhoek is a key player in the local market, manufacturing a variety of plastic products, including refuse bags and carrier bags. Their commitment to efficient and environmentally friendly manufacturing processes, along with their unique capability to recycle their own products, highlights their dedication to sustainability in plastic packaging."
Sonoco Products Company,Hartsville,,United States,10001+ Employees,1899,Sonoco Products Company offers a range of rigid plastic packaging solutions designed to enhance product quality and create unique customer experiences. Their commitment to developing innovative packaging reflects a dedication to improving lives and building strong brand identities.
Canada Colors and Chemicals Limited (CCC),Canada,,Canada,51-100 Employees,1921,"CCC Plastics is a leading supplier of custom color, additives, and compound concentrates, emphasizing its expertise in the plastics industry. With over 50 years of experience, the company is committed to providing high-quality plastic products and solutions."
Hood Packaging Corporation,United States,,United States,1001-5000 Employees,1978,"Hood Packaging is a prominent packaging supplier that specializes in flexible plastic packaging, with a strong presence across North America through its 22 plants."
PLASTPAC,Kenilworth,,United States,11-50 Employees,,"Plastpac specializes in providing high-quality recyclable corrugated plastic packaging for the food industry, emphasizing sustainability and freshness. With over 40 years of experience, they are committed to innovative packaging solutions that meet market demands while promoting environmentally friendly practices."
Peel Plastic Products,Brampton,,Canada,251-500 Employees,1978,"Peel Plastic Products is a leader in flexible packaging solutions, emphasizing innovation and sustainability. Their development of eco-friendly materials and commitment to creating tailored packaging solutions align with the growing demand for sustainable plastic packaging options."
Polyoak Packaging,South Africa,,South Africa,1001-5000 Employees,1976,"Polyoak Packaging is a prominent manufacturer of rigid plastic packaging solutions in Southern Africa, offering a diverse range of products such as PET bottles, tubs, and containers tailored for the food, beverage, and industrial markets. The company emphasizes sustainability and quality assurance through advanced manufacturing technologies and internationally recognized food safety certifications."
Graham Packaging,York,,United States,10001+ Employees,1970,"The company is dedicated to providing sustainable and recyclable plastic packaging solutions for various markets, emphasizing innovative approaches to meet product needs. Their global team of experts is ready to assist in customizing packaging processes."
Interplast Co. Ltd.,Dubai,,United Arab Emirates,1001-5000 Employees,1970,"Interplast is a leading plastics manufacturer that emphasizes food and beverage safety, environmental sustainability, and customer preferences in its packaging solutions. The company offers a diverse range of rigid and flexible packaging products, catering to various industrial packaging needs."
