name,city,state,country,employees,founded,description
Ingredion Incorporated,Westchester,,United States,10001+ Employees,1906,"Ingredion is well-equipped to assist in the development of food and beverage products that highlight consumer-preferred ingredients like stevia, offering expertise in reformulating for great taste and added health benefits. Their commitment to sustainability and innovation further supports manufacturers in creating delicious and nutritious options that meet evolving consumer demands."
STEVIA WORLD AGROTECH PVT LTD,Bengaluru,,India,11-50 Employees,2013,"Stevia World is dedicated to being a global leader in the manufacture of herbal and tabletop sweeteners, specializing in the efficient production of high-quality Stevia leaves and extracts. With a commitment to safety and quality, they ensure a consistent and great-tasting lineup of Stevia products, licensed for production by FSSAI."
Steviatech Life Pvt. Ltd.,Ahmedabad,,India,11-50 Employees,2021,"Steviatech specializes in the promotion of natural sweeteners, particularly stevia, utilizing a water-based extraction and purification system that enhances the sweetness without bitter or alcohol aftertastes. Their commitment to quality and innovation in stevia production positions them as a key player in the food and beverage industry."
Stevia Soul,Maringá,,Brazil,51-100 Employees,,"Stevia Soul is a leading manufacturer of high-quality stevia-based sweeteners and healthy food products, having pioneered the development of natural sweeteners since 1998. Their main brand, Stevita, showcases a commitment to safety and quality through advanced extraction technology, making them a key player in the stevia market in Brazil."
Beijing Stevia Co.Ltd,Dongcheng District,,China,51-100 Employees,2008,"Beijing Stevia Co., Ltd specializes in natural sweeteners, including high-quality stevia products that offer a zero-calorie, plant-based alternative to processed sugar. Their mission is to provide delicious and healthy sweetening options that do not spike blood sugar levels, making them ideal for those with diabetes and specific dietary needs."
STEVIA GROUP,Cologne,,Germany,11-50 Employees,2009,"Stevia is a herbal sweetener that has been used for centuries and is increasingly popular among health-conscious consumers seeking sugar-free, reduced-calorie options. The company offers a wide range of quality sweetener products, including Stevia, Erythritol, and Monk Fruit."
AgriStevia S.L.,Molina de Segura,,Spain,1-10 Employees,2012,"AgriStevia is dedicated to the production and innovation of stevia, particularly Stevia Rebaudiana Bertoni, a natural sweetener used for centuries. The company focuses on quality agribusiness solutions and aims to be a leading producer and supplier of stevia in Europe, offering a range of stevia products including seeds, seedlings, and powder."
Teraventura Agro and Textiles Private Limited,Coimbatore,,India,1-10 Employees,2016,"Stevia is a nutrient-rich herb known for its sweetness, growing abundantly in the rainforests of Paraguay. LaStevia offers a range of stevia products, emphasizing a ""no compromise sweetener"" approach by focusing on eliminating the aftertaste commonly associated with stevia."
Arboreal Stevia,New Delhi,,India,51-100 Employees,2015,"The company specializes in producing premium quality Stevia leaf and extracts, offering support for FMCG and Food & Beverage brands to develop lower-calorie products quickly. With over 200 years of collective experience, they emphasize the importance of high-quality Stevia solutions for modern consumer demands."
Archer Daniels Midland Company,Chicago,,United States,1001-5000 Employees,1902,"ADM offers SweetRight™ Edge stevia, which is designed for maximum sugar reduction while delivering an appealing taste profile, making it an innovative solution for those seeking plant-based sweeteners."
