name,city,state,country,employees,founded,description
Burg Group,Heerhugowaard,,Netherlands,251-500 Employees,1947,"Burg Group is a leading manufacturer of natural vinegar, having added vinegar production to its operations in 1979. They produce a variety of vinegars, including wine, cider, herbal, balsamic, and organic types, catering to both the food industry and consumer markets."
Charbonneaux-Brabant S.A.,Reims,,France,251-500 Employees,1797,"Charbonneaux-Brabant is a family-owned manufacturer that specializes in the production of a wide variety of vinegars, including classic wine vinegars, cider vinegar, and flavored options. With a rich history dating back to 1797, the company emphasizes quality and innovation, collaborating with chefs to develop exceptional vinegar products, including organic varieties and those with protected designations."
Acetum,Cavezzo,,Italy,251-500 Employees,1906,"The company specializes in producing and aging vinegars, particularly being the leading producers of Balsamic Vinegar of Modena PGI. With over 30 years of expertise, they offer a range of specialty vinegars and comprehensive support from R&D to distribution."
Corbion,Amsterdam,,Netherlands,1001-5000 Employees,1919,"Corbion offers Verdad® Vinegar, a nature-based solution designed for meat and poultry applications, emphasizing quality and safety. Their expertise in food preservation aligns with the growing demand for sustainable and effective ingredients in the food industry."
Olio Raineri,Pontedassio,,Italy,11-50 Employees,1910,
"Acorn Paper Products, Co.",Los Angeles,,United States,251-500 Employees,1946,"The company offers distilled white vinegar, highlighting its commitment to providing quality cleaning products."
Ecovinal International Pvt Ltd,Bengaluru,,India,251-500 Employees,1998,"The company specializes in the production of high-quality natural vinegar, boasting a capacity of 24 million liters and a commitment to purity that has garnered the trust of major global brands. With a focus on innovation and quality, they aim to set the industry standard for exceptional vinegar and preserved vegetables."
American Vinegar Works LLC,Worcester,,United States,1-10 Employees,2019,"The company specializes in artisanal vinegars, using small batch fermentation techniques to create high-quality, authentic American vinegar options. Their commitment to traditional production methods and innovative flavors sets them apart in the craft vinegar market."
Acid League,Canada,,Canada,11-50 Employees,2019,"The company focuses on reimagining vinegar, creating living vinegars that offer bold flavors and gut health benefits. Their innovative approach includes products like the Soda Vinegar Kit, which transforms classic sodas into unique vinegar experiences."
Manzana Products Co. Inc.,Sebastopol,,United States,51-100 Employees,1922,"Manzana Products Co., Inc. offers organic bulk apple cider vinegar and is an official participant of the Non-GMO Project, highlighting their commitment to quality and integrity in apple products."
