name,city,state,country,employees,founded,description
Primer,London,,United Kingdom,51-100 Employees,2020,"Primer is a FinTech service provider that offers a no-code automation platform designed to unify payment and commerce processes for merchants. Their technology enhances mobile payments and checkout experiences, making it easier for brands to create sophisticated workflows that support their growth strategies."
Primer Group of Companies,Manila,,Philippines,1001-5000 Employees,1985,"The Primer Group of Companies is a prominent manufacturer and distributor in the Philippines, specializing in the retail and distribution of premium consumer goods across various sectors. With a portfolio of over 150 brands and a commitment to innovation, the company aims to lead in global distribution and enhance customer satisfaction through diverse products and services."
Primer Consultoria,Campinas,,Brazil,51-100 Employees,2013,"A Primer is a specialized service provider focused on management consulting and enhancing customer service. They offer various solutions, including Mystery Customer Service Assessment and Personnel Training, aimed at improving business operations and customer satisfaction."
Primero Group,City of Stirling,,Australia,1001-5000 Employees,2011,"Primero is a multidisciplinary engineering, procurement, and construction (EPC) company that specializes in delivering integrated solutions to the mining, energy, and resource sectors. The company's expertise in project development for critical minerals and renewable energy positions it as a leader in supporting the global transition to sustainable energy solutions."
Prime Human Resource Services (Pvt) Ltd,Karachi Division,,Pakistan,10001+ Employees,2006,"Primehr is a specialized service provider offering a wide range of human resources solutions, including online testing, payroll, employee outsourcing, and HR consultancy. Their focus on organization management and development helps businesses effectively manage their workforce and foster growth."
EQ SYSTEM TECHNOLOGY SP Z O O,Dąbrowa Górnicza,,Poland,11-50 Employees,2002,"The company offers an innovative IT solution called XPRIMER, which is a modular platform designed to optimize business processes, particularly in production and HR management. XPRIMER provides extensive customization options for creating a personalized system that enhances workflow efficiency and facilitates effective internal communication, all while ensuring data security and compliance with GDPR."
PRI Global,Wellsville,,United States,101-250 Employees,1997,"PRI Global specializes in innovative technology solutions and IT consulting, focusing on areas such as AI, machine learning, and data analytics. With a commitment to high-quality, targeted solutions, the company acts as a strategic partner for organizations looking to navigate complex challenges and transform their businesses through technology."
Previnet S.p.A.,Preganziol,,Italy,251-500 Employees,1995,"Previnet S.p.A is a specialized service provider offering outsourcing solutions for the Pension, Insurance, and Finance sectors, delivering tailored administration and IT services since 1995. Their expertise includes comprehensive administration for pension funds, modular IT solutions for insurance products, and specialized services in fund accounting and regulatory consulting."
PT Primacom Interbuana,Special capital Region of Jakarta,,Indonesia,501-1000 Employees,1991,"PT Primacom Interbuana (Primacom) is a prominent communication solution provider in Indonesia, specializing in satellite communication systems and offering a wide range of services tailored to various industries. With over 30 years of experience, Primacom ensures high-quality connectivity and data solutions, including VSAT technology, which is essential for reliable communication."
priMED Medical Products,Edmonton,,Canada,501-1000 Employees,1995,"PRIMED is a leading manufacturer of high-quality personal protective equipment (PPE) and medical products, dedicated to enhancing safety standards in healthcare through innovative designs developed in collaboration with medical professionals. Their extensive product range includes examination gloves, facial protection, and surgical apparel, all crafted to ensure maximum protection and comfort."
