name,city,state,country,employees,founded,description
Tucson Tempeh LLC,Tucson,,United States,1-10 Employees,2018,"Chickpea Cuisine Co is a manufacturer of chickpea-based food products, highlighting their offerings such as Gila Hummus and Tucson Tempeh."
ChickP,Rehovot,,Israel,1-10 Employees,2016,"ChickP is a foodTech startup that specializes in producing highly functional chickpea protein isolates with a protein concentration exceeding 90%. Their innovative, sustainable processes ensure that these chickpea-derived ingredients are versatile and suitable for various applications, making them ideal for plant-based products."
Chickpea Group,London,,United Kingdom,51-100 Employees,2018,"Chickpea Group is a hospitality service provider that operates several pubs and a sourdough pizza brand called 'nole pizza' in rural South West England. They focus on enhancing the dining experience with high-quality food and a relaxed atmosphere, aiming to create inviting spaces that encourage repeat visits."
Casibeans,Zwijndrecht,,Belgium,11-50 Employees,1935,"Casibeans BVBA specializes in the production and sourcing of various pulses, including chickpeas, in different sizes. The company emphasizes high-quality standards and offers both organic and conventional options."
Bilal Cheema,United Arab Emirates,,United Arab Emirates,251-500 Employees,2020,"Epicstar is a supplier and distributor that includes chickpeas among its diverse range of food products, highlighting its commitment to high-quality sourcing and importation."
Cono Group,Cordoba,,Argentina,51-100 Employees,1975,"Cono Group specializes in the sustainable cultivation and processing of high-quality chickpeas, offering both Kabuli and Desi varieties that are rich in protein, fiber, and iron. These versatile pulses are ideal for a variety of dishes and snacks, making them a popular choice for food manufacturers worldwide."
Chickapea,Collingwood,,Canada,11-50 Employees,2015,"Chickapea specializes in organic pasta made entirely from chickpeas and lentils, offering a nutritious and convenient meal option. Their products are high in protein, gluten-free, and support healthier lifestyles while promoting sustainable farming practices."
Iberia Foods,New York,,United States,101-250 Employees,1930,"Iberia Foods offers canned chickpeas, which are a versatile and nutritious addition to various meals. Their product range highlights the company's commitment to providing quality pantry staples."
3alfa,Athens,,Greece,51-100 Employees,1968,"3alfa is a prominent manufacturer in Greece that specializes in legumes, including chickpeas. The company's extensive experience and commitment to high-quality food products cater to consumers seeking nutritious options."
Jobeco Food,Dubai,,United Arab Emirates,11-50 Employees,2018,"Jobeco Food offers MJ's Chick Peas, a convenient and versatile ingredient that saves preparation time and enhances various dishes like salads, stews, and hummus. Their commitment to quality ensures that consumers have access to natural and affordable food options."
