name,city,state,country,employees,founded,description
Kimberly-Clark Professional,Neenah,,United States,10001+ Employees,2011,"The company highlights its commitment to hygiene and safety, offering Kleenex® Naturals Facial Tissue, which is preferred by many for its superior performance and softness. With a blend of virgin and recycled fibers, these tissues enhance the image of any business by ensuring quality and comfort for employees and visitors."
Thamesmead Business Service Ltd,Cherwell District,,United Kingdom,51-100 Employees,,"The company offers a wide range of janitorial supplies and equipment, including facial tissues. With a focus on quality and customer service, it ensures a reliable supply of products from leading manufacturers."
UNIPACK CONTAINERS AND CARTON PRODUCTS LLC,Umm Al Quwain,,United Arab Emirates,501-1000 Employees,1993,"Unipack is a manufacturer of high-quality paper facial tissues under the brand name DELUXE, offering soft, absorbent, and disposable alternatives to cloth handkerchiefs."
Elite Professional Ecuador,Guayaquil,,Ecuador,10001+ Employees,,"Elite Profesional, a brand of PROTISA ECUADOR, specializes in eco-friendly paper products, including a variety of facial tissues. Their commitment to high quality and environmental sustainability makes them a reliable choice for hygienic paper products across multiple markets."
Velvet CARE,Warsaw,,Poland,501-1000 Employees,2013,"Velvet CARE is committed to creating sustainable value for consumers and partners, with a focus on ecological awareness and innovation. They offer facial tissues, highlighting their responsible approach to environmental care."
Resolute Tissue,Calhoun,,United States,501-1000 Employees,,"Resolute Tissue is a fully integrated tissue manufacturer in North America, producing a range of products including premium 2-ply facial tissue. Their facial tissue, identified as Cube premium facial tissue, features 85 sheets per box, ensuring quality and sustainability through various certifications."
Hotpack Global,Dubai,,United Arab Emirates,1001-5000 Employees,1995,"Hotpack Global is a prominent supplier of facial tissue in the UAE, highlighting its extensive range of hygiene products. The company's commitment to quality and sustainability, along with its advanced manufacturing capabilities, ensures that customers receive high-quality disposable products."
Twin Rivers Paper Company,Caribou,,United States,1001-5000 Employees,,"The company specializes in high-quality specialty paper products, including fiber-based wipes and towelette papers, which serve as alternatives to non-woven substrates. Their Entexx® moist towelettes are particularly designed for applications in restaurants and medical facilities."
Fine Hygienic Holding,Amman,,Jordan,1001-5000 Employees,1958,"Fine Hygienic Holding is a manufacturer of high-quality facial paper products, among other hygienic items. With a focus on innovation and sustainability, the company ensures that its products meet diverse consumer needs while maintaining high hygiene standards."
SUPPLYLINE,Lakewood Township,,United States,51-100 Employees,1996,"Supplyline Medical offers a range of facial tissues, highlighting their commitment to providing high-quality personal care items alongside their extensive medical equipment and supplies."
