name,city,state,country,employees,founded,description
Leadership Coach Group,Washington,,United States,11-50 Employees,2020,"The Leadership Coach Group specializes in various coaching services, including career coaching, which aligns closely with life coaching. Their evidence-based methodologies and comprehensive assessments empower individuals to enhance their leadership and career paths."
CalCoachingandlife,United States,,United States,51-100 Employees,2005,"Coachingandlife specializes in life coaching, offering both individual and group sessions designed to enhance personal and professional development. Their services include stress management and problem-solving tools, with a focus on creating a supportive and confidential environment for growth."
The Coaching Academy,United Kingdom,,United Kingdom,11-50 Employees,1999,"The Coaching Academy is a leading provider of life coaching courses, offering a variety of accredited programs for aspiring coaches. Their comprehensive training emphasizes practical skills and includes specialized courses in areas such as personal performance, corporate coaching, and coaching for youth."
Life Coach Agency,Malibu,,United States,1-10 Employees,2018,"The Life Coach Agency specializes in life coaching, offering personalized sessions to help clients overcome barriers and achieve their goals in various areas such as self-improvement, wellness, and financial aspirations. Their services include in-person, phone, and online coaching, as well as workshops focused on goal-setting and personal growth."
bettercoach,Berlin,,Germany,11-50 Employees,2016,"The company specializes in professional training and coaching, offering customized programs that include one-on-one coaching, team coaching, and workshops. With a global pool of over 1,200 certified coaches, they tailor their services to meet the specific needs of organizations, helping leaders and teams grow and succeed."
Become Coaching & Training,London,,United States,1-10 Employees,2011,"Become Coaching & Training Ltd. specializes in ICF Accredited Life Coaching programs, offering personalized coaching, mentoring, and workshops designed to empower individuals in their personal and professional growth. Their unique ICF Accredited Diploma in Integrative Coaching emphasizes transformational coaching techniques that foster deep self-discovery and lasting change."
the World According to You,Amsterdam,,Netherlands,1-10 Employees,2022,"Way Coaching specializes in life coaching, helping clients identify patterns and barriers to achieve their personal goals. Through a structured process of discovery calls and tailored sessions, the company supports individuals in gaining insights, making confident choices, and taking actionable steps towards fulfillment in both work and life."
International Coach Academy (ICA),Melbourne,,Australia,51-100 Employees,2001,"The International Coach Academy offers ICF-accredited coach training programs tailored for aspiring life coaches, emphasizing professional and personal development through a rigorous curriculum. Their flexible e-learning solutions and global community provide a strong foundation for those seeking certification in life coaching and other coaching specialties."
Life Mastery Coaching Singapore LLP,Singapore,,Singapore,1-10 Employees,2019,"The company specializes in life coaching and professional training, offering a variety of services that address personal and professional development. Their focus includes career coaching, relationship coaching, and stress management, designed to help clients overcome challenges and enhance their overall well-being."
ElPostel Coaching LLC,Exeter,,United States,1-10 Employees,2018,"The company specializes in life coaching that empowers individuals through work-life balance, confidence building, and personal transitions. They offer both virtual and in-person sessions, making it accessible for clients seeking to enhance their personal and professional lives."
