name,city,state,country,employees,founded,description
Tata Chemicals,Mumbai,,India,1001-5000 Employees,1939,"Tata Chemicals Europe is a leading producer of sodium bicarbonate, offering a food-grade product called SodakarbTM that is used as a raising agent in various baked goods like biscuits and bread. Their sodium bicarbonate is manufactured to high food safety standards, making it a key ingredient in the baking industry."
Medikonda Nutrients,Hyderabad,,India,251-500 Employees,2015,"Medikonda Nutrients is a leading manufacturer and wholesale supplier of USDA organic sodium bicarbonate (baking soda), highlighting its expertise in providing high-quality organic ingredients for various industries."
DR. OETKER (UK) LIMITED,Leeds,,United Kingdom,501-1000 Employees,1999,"Bicarbonate of Soda, mentioned in Dr. Oetker's text, is a versatile raising agent ideal for various baked goods like gingerbread, cookies, and soda bread. It can also be combined with cream of tartar to create a simple baking powder."
Essential Wholesale,Portland,,United States,51-100 Employees,2000,"Essential Labs offers Sodium Bicarbonate (Baking Soda) for sale, highlighting its availability in bulk. The company specializes in natural and organic formulations, ensuring quality and sustainability in their products."
Grain n Grace Food Ingredients Manufacturing Pvt Ltd,India,,India,251-500 Employees,2019,"Grain N Grace offers high-quality baking soda, highlighting its commitment to innovative and effective bakery ingredients. Their products, developed with cutting-edge technology, ensure exceptional performance for both cooking and cleaning."
Gordon Food Service Store,Wyoming,,United States,1001-5000 Employees,,"The company offers Baking Soda available for online purchase and convenient pickup, highlighting its commitment to providing quality products."
Natrium Products Inc,United States,,United States,11-50 Employees,1989,"Natrium Products is a leading manufacturer of specialty sodium bicarbonate, commonly known as baking soda, for the North American market. They offer both standard and specialty grades of sodium bicarbonate, suitable for various applications, including soda blasting."
BFP,Leeds,,United Kingdom,11-50 Employees,1932,"BFP offers sodium bicarbonate, commonly known as baking soda, in a 25kg package. This quick-acting leavening agent is essential for helping baked goods rise, making it a valuable addition to any bakery's supplies."
Romarah Incorporated,Hamilton,,Canada,11-50 Employees,1981,"Goodness Me! offers Bob's Red Mill Baking Soda, a high-quality leavening agent that is ideal for baking when combined with acidic ingredients. Their commitment to providing healthy living products aligns with empowering customers to achieve their wellness goals."
Limpio Chem LLP,Surat,,India,251-500 Employees,,"Limpio Chem LLP offers high-quality baking soda, making it a great choice for your baking needs."
