name,city,state,country,employees,founded,description
Salesforce,San Francisco,,United States,10001+ Employees,1999,"The company offers Marketing Automation solutions through Salesforce, providing tools that manage prospect interactions and facilitate the creation and deployment of digital marketing campaigns from a centralized platform. Their integrated approach enhances customer engagement and streamlines marketing processes, making it easier for businesses to connect with their audience at every touchpoint."
ActiveCampaign,Chicago,,United States,501-1000 Employees,2003,"ActiveCampaign offers powerful marketing automation tools that enable businesses to personalize their marketing efforts, drive high-quality leads, and enhance customer engagement. With features like segmentation and the ability to create funnels and drip campaigns, ActiveCampaign helps streamline marketing processes, allowing teams to focus on strategic initiatives."
Iterable,San Francisco,,United States,501-1000 Employees,2013,"The company is a SaaS provider that specializes in marketing automation solutions, offering a platform designed to enhance customer engagement through personalized communications. Their services include automation for email campaigns, push notifications, in-app messaging, SMS, and more, all aimed at creating seamless cross-channel interactions."
Mautic,Boston,,United States,10001+ Employees,2013,"Mautic is a provider of open-source marketing automation software that equips marketing teams with advanced tools for managing complex campaigns, including features for lead scoring and contact management. With a focus on data sovereignty and compliance, Mautic ensures organizations maintain control over their data while offering seamless integration through its REST API."
Behavioural Response,London,,United Kingdom,1001-5000 Employees,2010,"The company is a global marketing technology consulting firm focused on delivering sustainable growth through innovative technologies, including a B2B Marketing Automation Platform. Their experienced team partners with leading technology providers to enhance marketing efforts and ensure strategies are rooted in insight and technology."
Constant Contact,Waltham,,United States,1001-5000 Employees,1998,"Constant Contact offers an easy-to-use email marketing automation tool that saves time and drives sales or donations, making it a valuable resource for small businesses looking to enhance their marketing efforts. With A.I.-powered automation, users can quickly engage their audience through effective social and email marketing strategies."
Act-On Software,Portland,,United States,101-250 Employees,2008,"Act-On offers a comprehensive marketing automation platform that includes essential tools for campaign automation, lead generation, and analytics, enabling businesses to enhance their marketing strategies and gain insights into customer preferences. With features like lead scoring and support for omnichannel marketing, Act-On is designed to meet the needs of modern businesses, ensuring effective and personalized marketing efforts throughout the customer lifecycle."
The Marketing Automation Blog,New Delhi,,India,1-10 Employees,2019,"The company specializes in marketing automation solutions, providing services such as Digital Ads, Email Marketing, and Lead Life Cycle Management. With a focus on best practices and integration strategies for platforms like Marketo and Salesforce.com, it enhances marketing automation proficiency for professionals."
Synerise,San Francisco,,United States,251-500 Employees,2013,"The company specializes in advanced software solutions that enhance marketing automation through artificial intelligence and analytics. Its customizable low-code platform enables efficient campaign management and real-time interaction, making it a key player in the marketing technology landscape."
Logarithmic Solutions,Iași,,Romania,11-50 Employees,2015,"The company is a boutique marketing automation agency that enhances existing digital teams with strategic and technical expertise. They specialize in enterprise marketing automation solutions, offering bespoke services across major MarTech platforms to help brands connect with customers and improve operational efficiency."
