name,city,state,country,employees,founded,description
Foilco,United Kingdom,,United Kingdom,11-50 Employees,1987,"Foilco is a specialist in hot stamping foils, offering the widest choice on the market with over 300 shades and patterns in stock. With more than 30 years of industry experience, Foilco supports designers and printers in finding the perfect foil for their projects."
PPF,Lithuania,,Lithuania,51-100 Employees,2004,"The company, PPF, specializes in producing cold and hot stamping foils, enhancing design details to make packaging more attractive. Their extensive product lines and variety of colors cater to diverse applications, ensuring remarkable effects for customers."
COMERCIAL ARQUÉ S.A.,l'Hospitalet de Llobregat,,Spain,51-100 Employees,1954,COMERCIAL ARQUÉ S.A. specializes in stamping films and offers a wide range of products that enable clients to achieve various finishes through foil stamping on different surfaces.
Aifoils,Wenzhou,,China,11-50 Employees,2006,"Aifoils specializes in both cold and hot foil stamping, offering a diverse range of stamping foils to meet various packaging needs. Their professional team is dedicated to providing high-quality foils and innovative packaging solutions."
MM Packaging,Vienna,,Austria,5001-10000 Employees,1898,"MM Packaging specializes in advanced printing services, including cold foil printing, which is a contemporary technique for transferring metallic foil onto cartonboard. This method highlights the company's expertise in both high-volume and premium packaging solutions."
TEAM Concept Printing and Thermography,Carol Stream,,United States,11-50 Employees,1998,"The company specializes in wholesale printing and marketing services, offering a variety of products, including specialty printing services like foil stamping. Their advanced equipment enables high-quality production, making them well-equipped to create exceptional print experiences for customers."
AR Packaging,Malmo,,Sweden,10001+ Employees,2011,"AR Packaging, now part of Graphic Packaging International, offers innovative packaging solutions, including Hotfoil, which provides precise brilliance for premiumization. This focus on high-quality and specialized packaging aligns with the growing demand for enhanced presentation in various consumer markets."
HENAN FOILS,Calvià,,Spain,51-100 Employees,,"The company specializes in producing a variety of stamping foil formulations that enhance print products with glossy, metallic, and tactile effects. Their hot stamping foil is particularly noted for its versatility and effectiveness in decorating materials like plastic, wood, leather, and paper."
All Foils,Strongsville,,United States,101-250 Employees,1980,"All Foils specializes in providing a range of printing and coloring solutions for aluminum foils, including custom colors and printed foils, which may be relevant for foil stamping applications. With extensive experience and a commitment to quality, they offer tailored products to meet specific customer needs."
Starfoil Technology Netherlands bv,Netherlands,,Netherlands,1-10 Employees,1986,"Starfoil is a specialist in hot stamping and die-cutting presses, offering a range of machines ideal for foil stamping. Their products include high-quality spooling and slitting machines specifically designed for hot stamping foil, as well as various other related equipment."
