name,city,state,country,employees,founded,description
Footwear Unlimited Inc.,Fenton,,United States,51-100 Employees,1966,"Footwear Unlimited is dedicated to being the leading resource for top footwear retailers in America, emphasizing the marketing of respected brands and a commitment to quality and innovative design. With a focus on delivering exceptional craftsmanship and consumer-driven insights, they aim to provide a diverse range of footwear that combines style, comfort, and value."
DM Merchandising,Elmhurst,,United States,51-100 Employees,,"The company specializes in the development and distribution of custom-designed consumer goods, including footwear. They emphasize innovative products and solutions that enhance retail success and consumer satisfaction."
Robert Wayne Footwear,Los Angeles,,United States,1001-5000 Employees,1990,"Robert Wayne is a prominent retailer in the footwear industry, offering a wide range of top brands such as adidas, Birkenstock, Dr. Martens, and UGG, making it a go-to destination for all your fashion footwear needs. With a strong commitment to customer service, both online and in-store, Robert Wayne ensures a satisfying shopping experience."
Safeaid Ltd,Havant,,United Kingdom,11-50 Employees,1976,"Safeaid specializes in safety equipment and workwear, offering a variety of products, including rail footwear. With over 40 years of experience, the company emphasizes quality and reliability, particularly through its in-house brand, Signal."
Supertouch,Sandwell,,United Kingdom,51-100 Employees,1996,"Supertouch is a prominent supplier of workwear and personal protective equipment, offering a diverse range of high-quality footwear designed for safety in various industries. Their commitment to compliance with standards ensures that customers can trust the durability and effectiveness of their footwear products."
Footmark Footwear Ltd,Dhaka,,Bangladesh,251-500 Employees,,"Footmark Footwear is dedicated to simplifying shoe sourcing and manufacturing, aiming to become a leading exporter in the footwear industry. With a production capacity of 25,000 pairs per month and a focus on innovation, they are committed to providing high-quality products and competitive rates."
RUBINO,Montreal,,Canada,251-500 Employees,1988,"The company specializes in branded footwear for all ages, offering a diverse selection from top brands like Nike, UGG, and Dr. Martens, ensuring comfort and style for every occasion."
Látex Del Mediterráneo,Crevillent,,Spain,11-50 Employees,2002,"The company, founded in 2002, emphasizes its commitment to productivity and quality, highlighting its unique line of latex foam production, which is relevant to the footwear industry."
Pavers Shoes,United Kingdom,,United Kingdom,1001-5000 Employees,1971,"Pavers Shoes is a leading retailer in the UK that specializes in comfortable and stylish footwear, emphasizing quality and affordability. Their long-standing mission since 1971 has been to provide shoes that deliver happiness to customers."
PERFECT Footwear Limited,Dhaka,,Bangladesh,251-500 Employees,2019,PERFECT Footwear Limited aims to be a leader in the footwear industry by offering a wide range of high-quality products that meet both local and global demands. The company's commitment to innovation and responsiveness ensures they continually adapt to consumer needs while maintaining affordable pricing.
