name,city,state,country,employees,founded,description
mtl advanced ltd,Rotherham,,United Kingdom,251-500 Employees,1995,"The company, WEC Group, is a major player in the engineering and fabrication industry, offering specialized services including laser cutting. Their extensive facilities and expertise in working with advanced materials make them a key resource for manufacturing components and fabrications."
Laser Limited,Ashfield,,United Kingdom,11-50 Employees,2016,"Laser Limited, part of the Quickits Group, offers extensive laser cutting services backed by over a decade of industry experience. Their skilled team is equipped to handle complex requirements, ensuring high-quality results."
SMS Laser Cutting,Sydney,,Australia,11-50 Employees,2011,"SMS Laser Cutting specializes in professional laser cutting services in Sydney and Melbourne, expertly transforming various materials into precise components. Their skilled team also offers additional services like CNC Router Cutting, welding, and material finishing."
GF LASER,Dudley,,United Kingdom,11-50 Employees,2006,"The company specializes in metal laser cutting, utilizing advanced laser technologies, including CO2 and Fibre Laser machines. They offer high-quality laser cutting services for both prototypes and high-volume production, ensuring precision and excellence in a variety of materials."
Cut Plastic Sheeting,South Hams,,United Kingdom,1-10 Employees,2012,"Cut Plastic Sheeting specializes in high-quality sheet materials and offers laser cutting services, ensuring precision and efficiency for projects of any size and complexity."
LASER 24 LIMITED,Basildon,,United Kingdom,11-50 Employees,2008,"Laser 24 utilizes state-of-the-art Bystronic laser cutting technology to provide high-quality metal parts cut at rapid speeds, capable of handling metals up to 30mm. With 25 years of experience and a commitment to excellence, they serve various sectors, ensuring competitive pricing and quick turnaround times."
Laser Cutting Partners S.L.,Iurreta,,Spain,11-50 Employees,2016,"Laser Cutting Partners specializes in outsourcing the production of laser-cut and/or folded metal sheet parts, ensuring peace of mind, diligence, and precision in the manufacturing process. Their expertise and adherence to quality standards guarantee that clients receive products that meet their expectations within the agreed timeframe."
Clear Cut Laser Engineering Limited,Borough of Rossendale,,United Kingdom,11-50 Employees,2022,"ClearCut Laser is a reputable engineering company that offers professional metal laser cutting services, ensuring fast and efficient results for customer satisfaction."
Northern Metalcraft Inc.,Shelby Township,,United States,11-50 Employees,1975,"The company has a long-standing reputation as a premier prototype supplier, leveraging advanced technology and experienced personnel to efficiently manage and produce designs, including laser cutting services."
FC Laser Ltd,Erewash,,United Kingdom,51-100 Employees,2012,"FC Laser is a leading precision laser cutting company in the UK, renowned for its commitment to quality and rapid delivery. They utilize state-of-the-art 12Kw Bystronic Fiber lasers to provide exceptional cutting services, ensuring high standards and cost-effective solutions across various sectors."
