name,city,state,country,employees,founded,description
Datapatterns India,Chennai,,India,501-1000 Employees,1985,"Data Patterns specializes in high-speed FPGA design and development, offering comprehensive support throughout the FPGA lifecycle, from specification to testing. Their expertise includes a wide range of applications and technologies, ensuring efficient integration and optimization for mission-critical systems in sectors like defense and aerospace."
Aldec,Henderson,,United States,251-500 Employees,1984,"Aldec, Inc. specializes in Electronic Design Automation (EDA) solutions that are essential for the design, simulation, and verification of complex FPGA systems. Their products are widely used across various industries, highlighting their expertise in enhancing FPGA performance and accelerating development cycles."
ReFLEX CES,Lisses,,France,51-100 Employees,2000,"The company specializes in designing and manufacturing advanced FPGA boards and systems, catering to high-value applications across various sectors such as defense and bioscience. With a focus on delivering top-performing technology, they offer a comprehensive range of FPGA solutions, including off-the-shelf products that enhance time to market for clients."
Achronix Semiconductor,United States,,United States,101-250 Employees,2004,"Achronix Semiconductor Corporation specializes in high-performance FPGA solutions, offering standalone and embedded FPGAs designed for applications in AI, ML, networking, and data centers. Their VectorPath S7t-VG6 accelerator card, featuring the Speedster7t FPGA, significantly enhances performance for compute-intensive tasks, making it ideal for rapid deployment in various high-speed data processing applications."
Enclustra,Zurich,,Switzerland,101-250 Employees,2004,"Enclustra specializes in FPGA design services and solutions, offering a wide range of FPGA-based system development, including hardware, firmware, and embedded software. Their FPGA Manager™ solution facilitates efficient data transfer between a host and FPGA, supporting various interfaces and optimized for Intel and Xilinx FPGAs."
Faster Technology LLC,Richmond,,United States,1-10 Employees,2002,"Faster Technology LLC specializes in high-performance Xilinx FPGA solutions, developing accelerator cards that enhance processing throughput and reduce latency for various applications. Their P6 FPGA accelerator card is designed for high-throughput, low-latency performance, making it suitable for tasks such as DSP acceleration and financial analysis."
Citrobits GmbH,Munich,,Germany,1-10 Employees,2020,"Citrobits GmbH specializes in FPGA design and offers comprehensive hardware/software solutions for embedded systems, making them well-equipped to meet customer needs in reconfigurable hardware. Their services include proof of concept development and IP core implementation, ensuring flexible and high-quality solutions."
Antmicro,Stockholm,,Sweden,11-50 Employees,2009,"Antmicro specializes in developing advanced FPGA-based signal processing systems, leveraging FPGA's parallel computing capabilities to create innovative video and audio processing devices. Their expertise encompasses the entire FPGA design process, including the development of portable and scalable FPGA IP cores and dedicated codecs for real-time data compression and streaming."
Ethernity Networks,Lod,,Israel,51-100 Employees,2003,"Ethernity Networks specializes in FPGA-based products that enhance networking and security for telecom, cloud service providers, and enterprises. Their offerings include a variety of FPGA boards utilizing Xilinx FPGAs and MPSoCs, designed to meet diverse application requirements and support advanced technologies like edge computing, NFV, and 5G."
Fidus Systems,Ottawa,,Canada,51-100 Employees,2001,"Fidus specializes in FPGA design, particularly with Altera's Agilex portfolio, offering high-performance, low-power FPGA solutions for various applications. Their expertise and strong partnership with Altera enable them to accelerate innovation and efficiently bring advanced technologies to market."
