name,city,state,country,employees,founded,description
Van Oord,Rotterdam,,Netherlands,1001-5000 Employees,1868,"Van Oord is a prominent contractor specializing in offshore projects, including the installation of offshore wind parks. The company focuses on innovative solutions for marine infrastructure and coastal reconstruction, highlighting its commitment to sustainable infrastructure development."
FairWind,Vejle,,Denmark,501-1000 Employees,2008,"FairWind specializes in providing personalized solutions for offshore wind projects, emphasizing their commitment to quality through ISO certifications and a strong team dynamic. They are actively seeking both new and experienced technicians, offering necessary training and certification for those involved in offshore installations."
OW Ocean Winds,Madrid,,Spain,251-500 Employees,2020,"Ocean Winds is dedicated to developing offshore wind farms, playing a crucial role in the global energy transition by generating clean energy worldwide."
Balmoral,Aberdeen City,,United Kingdom,251-500 Employees,1980,"Balmoral Group Holdings Ltd has a strong reputation for product design and development, and it offers a dedicated category for offshore wind solutions. With a skilled workforce and a comprehensive approach from concept to delivery, the company is well-equipped to meet the needs of the offshore wind industry."
Energias de Portugal,Lisbon,,Portugal,10001+ Employees,1976,"The company is a key player in the renewable energy sector, with a significant focus on wind energy, operating nearly 13 MW of installed capacity and aiming for 20 GW by 2025. Their commitment to achieving 100% green energy by 2030 underscores their leadership in the energy transition."
Renewable Energy Systems,North Hertfordshire,,United Kingdom,1001-5000 Employees,1981,"The company, RES, is experienced in offshore wind and provides a variety of offshore services, including long-term operations and maintenance (O&M) packages. Their commitment to clean energy projects aligns with their vision of a future with accessible zero carbon energy."
Global Wind Service,Fredericia Municipality,,Denmark,1001-5000 Employees,2008,"Global Wind Service A/S (GWS) specializes in the installation and servicing of offshore wind turbines, offering a comprehensive range of services that ensure high-quality solutions and a strong commitment to safety and quality management. With a presence in eleven countries, GWS is well-equipped to meet the demands of the global offshore wind industry."
EDP Renewables,Madrid,,Spain,1001-5000 Employees,,"EDPR is a leader in the renewable energy sector, with a strong focus on sustainability and innovation, including offshore floating wind projects."
Mainstream Renewable Power,Sandyford,,Ireland,101-250 Employees,2008,"Mainstream Renewable Power is a leading developer of offshore wind, highlighting its successful track record in creating gigawatt-scale renewable energy projects, including the world's largest operational offshore wind farm. The company's commitment to advancing offshore wind technology and its extensive global pipeline underscore its role in the transition to sustainable energy solutions."
CWind,Chelmsford,,United Kingdom,51-100 Employees,2010,"CWind has extensive experience in the offshore wind sector, supporting over 12GW of power generation across numerous UK and European wind farms. The company provides innovative maintenance and repair solutions, including specialized Crew Transfer Vessels and advanced techniques that enhance safety and reduce costs for offshore wind projects."
