name,city,state,country,employees,founded,description
EPC-UK,Amber Valley,,United Kingdom,251-500 Employees,1893,"EPC-UK specializes in commercial explosives, producing over 145,000 tonnes annually, including their EXEM emulsion cartridges designed for mining and construction. These cartridges offer high water resistance and reliable performance, making them suitable for various applications in the explosives industry."
BME a Member of the Omnia Group,Johannesburg,,South Africa,1001-5000 Employees,1984,"BME, a prominent manufacturer and supplier of explosives in Africa, offers a wide range of products including bulk emulsions, packaged explosives, and advanced initiating systems. With a focus on innovation and technology, BME ensures high-quality blasting solutions for the mining, quarrying, and construction industries."
TERRA Corporacion S.A. de C.V.,Zacatecas City,,Mexico,51-100 Employees,1999,"The company specializes in drilling and blasting, along with the sale and transportation of explosive materials. They provide technical advice on blasting and explosives, offering tailored solutions for the mining and construction industries."
Dyno Nobel,United States,,United States,1001-5000 Employees,1865,"Dyno Nobel is a prominent manufacturer in the commercial explosives industry, providing a wide array of blasting solutions and products, particularly in North America and Australia. They are recognized for their innovative initiation systems, such as the Ranger, which enhances safety and efficiency in blasting processes, making them a key player in the mining and precious metals sectors."
Multi Nitrotama Kimia,Special capital Region of Jakarta,,Indonesia,501-1000 Employees,,"PT. Multi Nitrotama Kimia (MNK) specializes in mining explosives, producing Ammonium Nitrate and various types of detonators, including electric and non-electric. With over 20 years of experience and a planned expansion for detonator assembly, MNK is a key player in the Indonesian explosives market, ensuring high-quality and safe blasting solutions for the mining industry."
PT DAHANA (Persero),Indonesia,,Indonesia,501-1000 Employees,1966,"Dahana specializes in explosives manufacturing and offers a wide range of products and services, including commercial explosives tailored to specific market segments. With over 40 years of experience, Dahana ensures reliable and efficient solutions for sectors like oil and gas, mining, and construction."
Fullbore Quarry Services,Beechworth,,Australia,51-100 Employees,2013,"Fullbore Quarry Services is a prominent Australian manufacturer and service provider that specializes in advanced explosives solutions for mining, quarrying, and construction projects. They offer a comprehensive range of explosives, including bulk, packaged, and initiation types, and ensure safe and timely delivery to work sites across Australia, supported by a licensed transport fleet and rigorous safety protocols."
Nelson Brothers,Birmingham,,United States,251-500 Employees,1956,"Nelson Brothers is a specialized manufacturer and distributor of commercial explosives, providing a wide range of blasting services and products, including their flagship PowerNel™ emulsions. With a focus on the mining, quarry, and construction industries, they emphasize reliability and technical expertise in their offerings."
Action Drill and Blast,Australia,,Australia,251-500 Employees,2010,"Action Drill & Blast specializes in blasting services for surface mining, offering comprehensive solutions that include explosives supply and storage. Their knowledgeable personnel ensure safe and compliant management of explosives, meeting the statutory requirements in Australia, which is crucial for efficient project execution."
Premier Explosives,Hyderabad,,India,1001-5000 Employees,1980,"Premier Explosives Ltd is a key manufacturer of solid propellants, significantly contributing to India's missile programs such as Akash, Astra, and LRSAM."
