name,city,state,country,employees,founded,description
SCORE Sports,Los Angeles,,United States,251-500 Employees,1975,"SCORE Sports is a leading manufacturer of high-quality sports uniforms, offering a wide range of customizable options for athletes of all ages. Their commitment to durability and innovative design, along with a focus on sustainability and community engagement, makes them a key player in the sports equipment industry."
Gilbert Rugby (Grays International),Rother,,United Kingdom,251-500 Employees,1823,"The company specializes in rugby products, including a wide range of equipment such as tackle bags, kicking tees, and training accessories. With a strong presence in the sport, they supply essential gear to top international teams and clubs, ensuring players have access to high-quality products that enhance their performance."
Schutt Sports,United States,,United States,251-500 Employees,1918,"Schutt Sports is a leading manufacturer of football equipment, known for its helmets and protective gear, holding a significant market share in this sector. Their innovative products, like the F7 2.0 helmet, demonstrate their commitment to providing top-rated protective equipment for athletes at all levels."
11Teamsports,Crailsheim,,Germany,501-1000 Employees,2007,"11teamsports is a prominent retailer specializing in football equipment, offering a wide range of products including football boots, training equipment, balls, and accessories, making it a go-to destination for all football-related needs."
Al-Ikhsan Sports Sdn Bhd,Malaysia,,Malaysia,1001-5000 Employees,1993,"Al-Ikhsan Sports Sdn Bhd is a prominent retailer in Malaysia's sports industry, offering a wide range of sports equipment, including football gear. With over 125 stores, the company provides consumers access to various global sports brands at competitive prices."
Players Sports,Waitematā,,New Zealand,11-50 Employees,2012,"Players Sports offers a comprehensive selection of football equipment, including boots, balls, shin guards, and goalkeeping gear, catering to various needs for players and teams. Their commitment to quality and expert advice ensures customers can find the best products for their football activities."
Metro Team Sports,Village of New Hyde Park,,United States,11-50 Employees,2003,"Metro Team Sports specializes in providing sports apparel and equipment solutions for high schools, colleges, and clubs, offering a wide range of products including uniforms and sporting goods from renowned brands like Under Armour, Nike, and Adidas. Their services also include custom apparel and branding, ensuring teams have the equipment they need to excel on the field."
Ultra Football,Sydney,,Australia,11-50 Employees,,"The company is a leading retailer in Australia that specializes in football merchandise, offering a comprehensive selection of equipment, apparel, and footwear for both amateur and professional players. Their commitment to high-quality products ensures football enthusiasts can find everything they need for the sport."
Football America UK Ltd,Leicester,,United Kingdom,1-10 Employees,2008,"Football America UK is a premier distributor of American football equipment, offering a wide range of products including helmets, pads, cleats, gloves, and uniforms from top brands like Riddell, Xenith, and Nike. The company is dedicated to supporting American football teams and individuals across the UK and Europe with both high-quality gear and personalized team merchandise."
Basic Sports,Henderson,,United States,11-50 Employees,,"The company specializes in sports apparel and equipment, offering a wide range of football gear including helmets, pads, cleats, and mouth guards. They also provide team discounts and monthly specials, ensuring that all your football equipment needs are met."
