name,city,state,country,employees,founded,description
Storopack España,Sant Boi de Llobregat,,Spain,1001-5000 Employees,1874,"Storopack is a global leader in protective packaging, offering a diverse range of solutions such as air cushions, paper pads, foam pads, and customized options. Their innovative systems, including the PAPERplus® Shooter³ and METICSplus insulating panels, ensure effective and sustainable protective packaging for shipping."
ProtecPac,Livermore,,United States,1001-5000 Employees,1981,"ProtecPac is a prominent manufacturer of custom protective packaging solutions, specializing in various materials and designs to ensure product safety and quality. Their commitment to innovation and sustainability enhances their ability to meet diverse packaging needs, making them a valuable partner for businesses focused on protecting their products and brands."
Intertape polymer group,Sarasota,,United States,1001-5000 Employees,1981,"IPG is a global manufacturer of protective packaging solutions, offering a wide range of products designed to enhance package safety during transit. Their innovative offerings include various types of protective films and wraps, highlighting their commitment to effective packaging solutions."
Storopack Italia,Bentivoglio,,Italy,1001-5000 Employees,1874,"Storopack specializes in protective packaging solutions, offering a variety of products such as air cushions, paper pads, foam pads, and packaging chips. Their innovative systems and commitment to tailored solutions make them a key player in the protective packaging industry."
Macfarlane Packaging,Coventry,,United Kingdom,251-500 Employees,1949,"Macfarlane Packaging is a prominent distributor of protective packaging in the UK, Ireland, and Continental Europe, offering a diverse range of products designed to enhance product protection during storage and transit. Their commitment to sustainability and innovative solutions makes them a key player in the protective packaging industry."
Protective Packaging Ltd,Manchester,,United Kingdom,51-100 Employees,1988,"Protective Packaging Ltd is a leading supplier of protective packaging solutions, specializing in high-performance aluminium barrier foils and liners designed to safeguard products from moisture, oxygen, UV light, and temperature extremes during storage and transit. Their commitment to quality and sustainability ensures that their innovative packaging solutions meet the diverse needs of various industries."
Storopack Benelux,Belgium,,Belgium,1001-5000 Employees,1874,"Storopack is a specialist in protective packaging, offering a variety of innovative solutions such as air cushions, paper pads, foam pads, and packaging chips. The company's commitment to tailored packaging and sustainability makes it a key player in optimizing packaging processes across diverse industries."
Protective Packaging Corporation,Carrollton,,United States,11-50 Employees,1976,"Protective Packaging specializes in flexible packaging solutions, including moisture barrier bags, corrosion prevention products, and static shielding bags. They provide custom-made packaging designed to protect against rust, static, UV rays, and dust during storage and shipping, catering to various industries and project sizes."
Sonoco Products Company,Hartsville,,United States,10001+ Employees,1899,"Sonoco is a leading manufacturer of protective packaging solutions, offering a diverse range of products designed to safeguard items from creation to consumption. Their commitment to sustainability and innovative packaging services enhances product quality and customer experiences."
Pregis Corporation,Deerfield,,United States,1001-5000 Employees,2005,"Pregis is a prominent manufacturer of innovative protective packaging materials and systems, offering a variety of products designed to enhance product safety during transit and storage. Their commitment to sustainability and integration of cutting-edge technology further underscore their expertise in providing effective protective solutions for various markets."
