name,city,state,country,employees,founded,description
CandyShoppers AG,Ravensburg,,Germany,251-500 Employees,2015,"The company specializes in the buying and selling of candy products in the markets and provides the latest information on candy. Notably, candy has a rich history, originating as a Chinese invention around 600 AD for dried fruits coated in sugar, and has been known by that name in the Western world since the 14th century."
Candy Digital,New York,,United States,51-100 Employees,2021,"Candy is a manufacturer and service provider that specializes in creating innovative non-fungible token (NFT) ecosystems, offering officially licensed digital collectibles for fans and collectors of various cultural icons."
SAUDI CHEWING GUM PRODUCTION FACTORY,Jeddah,,Saudi Arabia,11-50 Employees,1983,"Gandour is a prominent manufacturer in the FMCG sector, well-known for its diverse range of confectionery products, including candy and chewing gum. With a strong distribution network across over 33 markets, the company ensures the availability of its quality offerings in the Middle East, Africa, and beyond."
Candy Corner Philippines Inc.,Quezon City,,Philippines,251-500 Employees,1996,"Candy Corner is a prominent retailer and distributor of high-quality candies and chocolates in the Philippines, offering over 300 varieties of treats, including popular brands like Wonka and Jelly Belly. With a commitment to introducing unique and exciting confectionery options, Candy Corner provides a diverse selection that caters to candy lovers of all ages."
Candy People North America,Richardson,,United States,11-50 Employees,2012,"Candy People is a specialist in Scandinavian bulk confectionery, offering a wide variety of candy products, including gummy candies, chocolate bars, and sugar-free options. The company prides itself on using high-quality ingredients and provides custom candy display solutions to enhance sales for resellers."
House Of Candy,New Delhi,,India,251-500 Employees,,"House of Candy is a premier retailer that specializes in a wide variety of imported candies, catering to both children and adults through a unique pick and mix platform. With over 170 locations across India, the company offers an extensive selection of sweets, ensuring a delightful experience for candy enthusiasts."
Candy Club,El Segundo,,United States,11-50 Employees,2014,"Candy Club is a manufacturer and distributor of premium candies, offering a diverse range of unique and delicious confections. Their products, including individual candy cups and subscription services, cater to sweet cravings for both everyday enjoyment and special occasions."
Saadet Gıda San. Tic. A.Ş.,Turkey,,Turkey,1001-5000 Employees,,
Tootsie Roll,Chicago,,United States,1001-5000 Employees,1896,"Tootsie Roll Industries is a prominent candy manufacturer, known for its extensive range of beloved brands such as Tootsie Roll, Tootsie Pop, and Dubble Bubble. With a history dating back to 1896, the company specializes in producing various candy types, including chocolate confections and bubble gum."
Spangler Candy,Bryan,,United States,501-1000 Employees,1906,"Spangler Candy specializes in a diverse array of confectionery products, including well-known brands like Dum Dums, Necco Wafers, and Sweethearts. The company ensures high quality and safety standards in its candy production, offering everything from chewy candies to mints."
