name,city,state,country,employees,founded,description
TePe,Malmo,,Sweden,251-500 Employees,1965,"TePe is a manufacturer of oral hygiene products that emphasizes the importance of preventive dental care. Their specialized items, including interdental brushes, are endorsed by dental professionals and designed to promote long-term oral health."
quip,New York,,United States,101-250 Employees,2014,"Quip focuses on creating simple and effective oral care products, including electric toothbrushes with features like soft nylon bristles, sensitive vibrations, and built-in timers, which enhance your dental hygiene routine. Their mission is to improve oral health through well-designed, accessible products that cater to modern lifestyles."
SHIELD CORPORATION LIMITED,Karachi Division,,Pakistan,101-250 Employees,1975,"SHIELD, with its 50 years of experience in consumer care, offers the RIGHTO Toothbrush, designed for optimal oral care with features like an elongated neck and ergonomic thumb grip."
Tooth.Eco,London,,United Kingdom,11-50 Employees,2019,"The company emphasizes its commitment to creating beautiful and environmentally friendly oral care products, highlighting the sustainability of their eco-friendly toothbrush travel set. This set features a reusable handle with recyclable heads, addressing the environmental impact of traditional toothbrushes."
Y-Brush,Lyon,,France,11-50 Employees,,"Y-Brush offers a revolutionary toothbrush that simplifies oral care by allowing you to brush your teeth in just 10 seconds per jaw, achieving the cleanliness of a traditional 2-minute brushing. Their NylonBlack Sonic Electric Toothbrush features multiple vibration modes and a unique design for efficient and effective dental hygiene."
SmileDirectClub,Nashville,,United States,1001-5000 Employees,2013,"SmileDirectClub offers an electric toothbrush designed to help you achieve clean, white teeth. Their innovative 3-bristle-blend toothbrush makes oral care more effective and stylish."
Toothsi,Mumbai,,India,501-1000 Employees,2018,"The company, a leading clinical beauty platform, offers the Toothsi Electro i5 Smart Electric Toothbrush, designed to enhance oral hygiene with 22,000 sonic strokes per minute and an intelligent timer for effective cleaning. This innovative toothbrush promises to elevate your brushing experience and help you achieve a brighter smile."
"Dr. Fresh, LLC",Buena Park,,United States,101-250 Employees,1998,"Fresh is a rapidly growing oral care company that offers a variety of toothbrushes, including the Dr. Fresh 3-Pack Toothbrush with covers and the White & Clean Toothbrush designed with soft bristles and a tongue cleaner. Their commitment to innovation in oral care products aims to provide effective and affordable solutions for the whole family."
Oral B,Leicester,,United Kingdom,51-100 Employees,,"Oral-B offers the Pro-Expert Extra Clean Toothbrush, which effectively removes up to 90% of plaque between teeth while being gentle on enamel and gums. This makes it an excellent choice for maintaining oral hygiene."
Truthbrush,United Kingdom,,United Kingdom,1-10 Employees,2017,"Truthbrush offers a beautiful, award-winning biodegradable bamboo toothbrush, which is part of their commitment to sustainable oral care. Their products feature plant-based bristles and are designed to enhance your brushing routine while promoting a cleaner environment."
