name,city,state,country,employees,founded,description
Dynamic Real Estate Partners LLC,Santa Monica,,United States,11-50 Employees,1995,"Dynamic is a full-service development company with over 50 years of experience in real estate development, specializing in custom design, entitlement, and construction of various projects in Southern California. Their expertise covers multi-family, mixed-use, and retail developments, with a comprehensive in-house team that manages all stages of the development process."
LEAD Development,Abu Dhabi,,United Arab Emirates,51-100 Employees,2010,"LEAD Real Estate Developer specializes in high-end niche real estate development, having successfully delivered projects worth over AED 10 billion since its establishment in 2010. With a focus on mixed-use projects, housing developments, and commercial properties, the company offers comprehensive consultancy services throughout the development value chain, ensuring timely and budget-friendly execution."
Onix Group,United States,,United States,501-1000 Employees,,"The company is a real estate development firm that specializes in various sectors, including Healthcare, Hospitality, and Commercial Development, providing comprehensive solutions in real estate development."
Connect Real Estate,Columbus,,United States,11-50 Employees,2007,"Connect Real Estate, founded in 2007, specializes in real estate portfolio management and offers development, management, and brokerage services for both residential and commercial properties."
Kan Development,Kyiv,,Ukraine,1001-5000 Employees,2001,"The company specializes in property development, offering high-quality construction solutions and innovative interior design concepts. With a focus on enhancing residential and commercial spaces, it provides comprehensive support for real estate projects."
ECE Real Estate Partners,Hamburg,,Germany,11-50 Employees,2010,"The company is a leading private equity real estate investment manager in Europe, specializing in the development of shopping centres and hotels, with over 55 years of experience. Their expertise and significant equity commitments position them to enhance value and deliver attractive returns to investors in these asset classes."
Morguard,Mississauga,,Canada,1001-5000 Employees,,"Morguard is a fully integrated real estate team with a diverse portfolio of assets across North America, emphasizing strong leadership and long-term growth in the real estate development sector."
Enterprise Real Estate,Egypt,,Egypt,251-500 Employees,,"The company specializes in real estate solutions, offering a comprehensive platform for finding and comparing various real estate projects, which includes facilitating the buying and selling of properties."
Greystar,Charleston,,United States,10001+ Employees,1993,"Greystar is a prominent player in real estate development, providing Development and Construction Services as part of its comprehensive offerings in the residential rental housing industry. Their vertically integrated business model ensures a consistent approach to management, development, and investment across various markets."
Blue Capital Development,Turkey,,Turkey,1-10 Employees,2013,"Blue Capital is a Real Estate Development company based in Istanbul, specializing in the development of commercial and residential projects in Turkey, the Balkans, Russia, and North Africa."
